gene	log2fc_fudan	n_pairs_fudan	pval_fudan
MBD2	0.47077949425287385	21	0.32045745849609375
MBNL1	0.44653635743794007	12	0.33935546875
MBOAT7	-0.05873256449926197	23	0.5599584579467773
MCAM	-0.5261366631129475	28	0.07353667169809341
MCAT	0.8033577705185817	12	0.1513671875
MCCC1	-0.6668841211927625	28	0.008859716355800629
MCCC2	0.6234159230450719	28	0.003738619387149811
MCFD2	-0.06652533148729288	7	0.9375
MCM2	0.6169442067078507	28	0.01025690883398056
MCM3	1.8813823482154137	27	0.0004787445068359375
MCM4	0.8881541058226485	22	0.010324478149414062
MCM5	1.3004093234637975	27	0.0020453035831451416
MCM6	2.341791236211596	24	0.0004298686981201172
MCM7	1.68583902046238	27	0.0003008991479873657
MCMBP	0.5965990780922232	7	0.375
MCTS1	0.17580268134809285	9	0.25
MCU	-0.2226802440513031	28	0.25451332330703735
MDC1	1.6240623204100963	21	0.009016036987304688
MDH1	0.2326621065145522	28	0.13146880269050598
MDH2	0.6129534080109451	28	0.002901986241340637
MDN1	2.797507136101257	7	0.015625
ME1	1.2639611121184564	22	0.017200946807861328
ME2	-0.4238423860170626	28	0.01563260704278946
MECP2	0.49746086465444406	20	0.7011814117431641
MECR	1.1486268519469924	24	0.007189035415649414
MED30	0.8493656285041593	5	
MED4	1.8308208693104293	22	0.0006937980651855469
MEMO1	0.027466131791506122	12	0.90966796875
MEP1A	0.13829061365076414	15	0.27685546875
MESDC2	0.884473248081002	18	0.3692169189453125
METAP1	0.49696488017366425	24	0.2405325174331665
METAP2	0.5401131333154491	24	0.009575724601745605
METTL1	1.8475319118388933	7	0.21875
METTL15	0.025629413642321266	5	
METTL16	1.764467088528319	6	0.03125
METTL17	0.5239527695252763	6	0.3125
METTL3	1.1419756847572156	8	0.0078125
METTL7A	-1.285990327584706	28	7.450580596923828e-08
METTL7B	-0.016510443419500788	20	0.7285060882568359
MFAP4	-0.29676188336484255	28	0.7621389999985695
MFF	-0.4442358621390884	12	0.05224609375
MFGE8	0.46890399264726673	22	0.09173250198364258
MFN1	0.3148651553713201	6	0.84375
MFN2	-0.6037061436993633	21	0.1571340560913086
MFSD10	0.2188562625178401	25	0.16449612379074097
MGAT1	0.11515965302488546	27	0.3864929676055908
MGAT3	0.694292257570968	13	0.057373046875
MGEA5	0.9657005686136876	25	0.007370948791503906
MGLL	-0.3136762695260184	26	0.24723756313323975
MGME1	0.06594625143171724	16	0.979949951171875
MGST1	-0.4591536066493285	27	0.05847424268722534
MGST2	0.364036256004502	25	0.23036134243011475
MGST3	-0.5451267259198869	28	0.0003814026713371277
MIA3	-0.6475012664843885	24	0.15998530387878418
MICAL1	0.4524162767058841	18	0.19638824462890625
MICALL2	0.13654720686831928	11	0.5771484375
MICU1	0.18116975860993498	7	0.8125
MICU2	-0.7419457053947716	11	0.123046875
MIER1	-1.6005033516169342	5	
MIF	1.0451498859231885	28	1.0207295417785645e-06
MIF4GD	0.14756917460352625	14	0.625732421875
MINK1	-0.2589286332970323	15	0.7197265625
MIOS	1.1213792388133919	5	
MIPEP	2.1231881596034126	25	0.0001398921012878418
MISP	-0.19828207278858023	28	0.17823376506567
MKI67	1.5248806038935132	10	0.037109375
MKI67IP	2.3744740174528336	20	8.20159912109375e-05
MLEC	0.3318617936131796	28	0.08145394921302795
MLLT4	0.4823671403579198	28	0.1637990102171898
MLYCD	-0.8300992828779603	19	0.06628799438476562
MMAA	0.729919361573464	12	0.30126953125
MMAB	0.5405931572371699	27	0.23857179284095764
MMP9	2.6758897684895477	18	0.00157928466796875
MMRN1	-0.6629908830081015	14	0.10400390625
MMRN2	3.2891057238028787	7	0.03125
MMS19	0.9787560428972951	28	0.0022339224815368652
MNAT1	0.7763739787244415	17	4.57763671875e-05
MNDA	0.55275511588826	16	0.17535400390625
MOB1A	0.3516537320315982	9	0.30078125
MOCS2	-1.8164850844588791	22	9.059906005859375e-06
MOCS3	0.9379873657887501	7	0.296875
MOGS	0.6591711649259187	28	0.024749115109443665
MON2	-0.316214987417743	26	0.005133181810379028
MORC3	-0.18292915337276078	11	0.7646484375
MORF4L1	0.8536670523378408	18	0.0076904296875
MOV10	0.11854178440973406	18	0.83172607421875
MPC2	0.07504177934302109	10	0.921875
MPDU1	0.01629133584415264	13	1.0
MPHOSPH10	1.1523987046193638	5	
MPHOSPH8	0.8743143635888762	10	0.005859375
MPI	-0.11545499082340521	21	0.1789875030517578
MPO	1.839921397643816	28	0.016727693378925323
MPP1	0.6870161063636866	19	0.25792694091796875
MPP5	0.48963406874811355	16	0.375457763671875
MPRIP	1.7948974602965104	18	7.62939453125e-06
MPST	0.23470204816902068	28	0.5979221016168594
MRC1	0.15275628549885978	9	0.65234375
MRC2	0.6412243073930308	28	0.042608387768268585
MRE11A	0.398723113209855	28	0.0379299521446228
MRGPRF	-0.7163273606483245	18	0.28372955322265625
MRI1	0.8327659078792408	26	0.0039003193378448486
MROH1	-0.07823534469369342	12	0.5185546875
MRP63	-0.39216795806631316	20	0.26109886169433594
MRPL1	0.06335503937762466	16	0.705718994140625
MRPL11	-1.229259017494008	19	0.24125289916992188
MRPL12	-0.004445661296124337	28	0.8665077835321426
MRPL13	1.2539780443913977	15	0.03533935546875
MRPL14	0.12353621689161437	28	0.17823376506567
MRPL15	0.36123733560319643	25	0.04826241731643677
MRPL16	0.7864731669948815	24	0.07379257678985596
MRPL17	0.4811768453408678	28	0.17823376506567
MRPL18	0.06927295145587417	27	0.82233826816082
MRPL19	-0.058494758004943456	28	0.6136380508542061
MRPL20	0.2855918543138052	13	0.541748046875
MRPL21	-0.08293100227047956	6	0.84375
MRPL22	-0.9314841937962687	9	0.07421875
MRPL23	0.10195356354757565	28	0.2945980280637741
MRPL24	1.3987588463175953	14	0.090576171875
MRPL28	0.22567259613285684	26	0.5482756793498993
MRPL3	0.22836414052640344	7	0.46875
MRPL32	-0.07300533516017282	8	0.640625
MRPL37	-0.09282514729527641	12	0.85009765625
MRPL38	0.6862073792426445	28	0.08565542846918106
MRPL39	0.12943312614883098	28	0.3272097110748291
MRPL4	0.3729179847707166	22	0.0542454719543457
MRPL40	1.1318173962368425	21	0.012691497802734375
MRPL41	0.5306799661718568	14	0.2957763671875
MRPL43	0.36074891088306	25	0.11993378400802612
MRPL44	0.7187967002158527	26	0.005133181810379028
MRPL45	0.22861407749253224	19	0.18186569213867188
MRPL46	0.06372046374751883	19	0.9217147827148438
MRPL47	0.2374285813648032	12	0.38037109375
MRPL48	0.34242730088580614	18	0.6705245971679688
MRPL49	0.19227146256244187	28	0.15023531019687653
MRPL50	0.8905155789992347	8	0.1953125
MRPL52	0.10119244820414738	17	0.1323699951171875
MRPL53	-0.29370406217364764	10	1.0
MRPL54	0.7478291545199592	10	0.193359375
MRPL9	1.2758086349698603	10	0.001953125
MRPS16	-0.14156311261186078	13	1.0
MRPS17	1.3004290225991286	5	
MRPS18B	-0.46789572821305775	5	
MRPS2	0.2573431817361317	20	0.47490501403808594
MRPS21	0.7428020919848081	17	0.0638275146484375
MRPS22	0.24493769168785842	28	0.10925160348415375
MRPS23	0.6366642446662043	26	0.046331167221069336
MRPS24	0.7889098431974748	16	0.002685546875
MRPS25	-0.0627583377127731	23	0.9643125534057617
MRPS26	0.7960124521731671	9	1.0
MRPS27	-0.25936030509137276	28	0.2842133492231369
MRPS28	0.5164412608909251	27	0.41325296461582184
MRPS30	0.5957490272971633	16	0.00335693359375
MRPS31	0.4162899164575432	15	0.42120361328125
MRPS33	0.705790566309159	11	0.0673828125
MRPS34	0.7623488901689734	28	0.004060737788677216
MRPS35	-0.20975995761594907	10	0.921875
MRPS36	-0.1734055425886037	26	0.15736517310142517
MRPS5	0.12556458951814	25	0.615043044090271
MRPS6	-0.08383089111474266	24	0.9664472341537476
MRPS7	1.1865260656985588	23	0.013528585433959961
MRPS9	0.010837147647169275	27	0.5148514956235886
MRRF	0.15618943028176957	8	0.4609375
MSH2	0.8330515272900817	12	0.04248046875
MSH6	1.3410263566515959	8	0.078125
MSI2	1.1579008135721427	28	0.001416526734828949
MSN	0.20385504604329185	28	0.02322421222925186
MSRA	-0.2130603786359055	25	0.11993378400802612
MST1	0.6215795682409365	5	
MTA2	0.5140614052915987	28	0.00010570138692855835
MTAP	0.7597571740617985	28	0.040213532745838165
MTCH2	0.09652998228758417	28	0.8489041775465012
MTDH	0.5616938636753042	28	0.0008751451969146729
MTFMT	0.4289889446614397	9	0.25
MTFP1	0.6364692470215968	8	0.078125
MTFR1L	-0.6531833035162041	13	0.146484375
MTHFD1	0.9791869154613189	28	0.002901986241340637
MTHFD2	2.3076096255420135	19	0.000522613525390625
MTIF2	0.6263525431527085	24	0.016406655311584473
MTIF3	0.6170740945718471	16	0.021392822265625
MTM1	0.0026602380263704476	25	0.7509929537773132
MTMR1	1.359437794527775	6	0.03125
MTMR11	2.49771649848959	5	
MTMR14	0.13180762986578765	28	0.479096382856369
MTMR3	-0.861731931960371	7	0.46875
MTMR6	0.5236253374091014	6	0.84375
MTOR	0.43621154549363106	28	0.026356667280197144
MTPN	0.5881653281299772	28	2.7544796466827393e-05
MTX1	-0.8040818783395287	21	0.10321426391601562
MTX2	1.315728954265147	20	0.14290618896484375
MUC1	1.2412302110530256	14	0.029541015625
MUC13	1.4063017535251245	28	0.0005255788564682007
MUC2	-0.581868937360735	26	0.04346644878387451
MUC4	-0.9774530478600613	14	0.0245361328125
MUC5B	0.5732348497051917	10	0.625
MUT	0.12757189671680466	28	0.6781789660453796
MVB12A	0.632808440942783	14	0.020263671875
MVD	0.3902910328116015	10	0.76953125
MVP	-0.1696026917206232	28	0.01102352887392044
MX1	1.2217429239885562	16	0.009185791015625
MX2	-0.06596210220100532	5	
MXRA5	5.167669027501944	11	0.0029296875
MXRA7	0.40563761984702346	9	0.1640625
MYADM	0.01774819052260923	25	0.23036134243011475
MYBBP1A	1.5753356783976384	28	2.2873282432556152e-06
MYCBP	-0.7460168706750956	27	0.0010209232568740845
MYH10	0.45168872662903714	28	0.012704446911811829
MYH11	-0.10367962941830566	28	0.3620011880993843
MYH14	0.022700931286769283	28	0.7450922578573227
MYH9	0.42367579393882626	28	0.00021760910749435425
MYL6	0.4721753264462444	28	0.019113145768642426
MYL6B	0.4209742926548857	14	0.1937255859375
MYL9	0.30687390398873216	28	0.156909741461277
MYLK	0.2986280427670544	28	0.26417163759469986
MYO18A	-0.41171589903150796	28	0.019113145768642426
MYO19	-1.0887152545659589	12	0.33935546875
MYO1A	-2.7970946708084568	23	8.845329284667969e-05
MYO1B	0.3143077425419466	28	0.042608387768268585
MYO1C	-0.3795910003569551	28	0.0004729032516479492
MYO1D	-0.3571873078454617	28	0.003438994288444519
MYO1E	0.33032909868141935	28	0.3160962611436844
MYO1F	0.0006805773275448557	28	0.27407141774892807
MYO1G	-0.7261205891809484	16	0.03863525390625
MYO3B	0.11490743526646839	10	1.0
MYO5A	-0.6057210608879536	11	0.0048828125
MYO5B	-0.5000953208209258	25	0.19081425666809082
MYO5C	-1.1566101976676653	24	0.0005675554275512695
MYO6	0.032387679346081444	28	0.973184622824192
MYO7B	0.5144139701104522	17	0.4585723876953125
MYO9B	0.6077132465295563	28	0.0024397894740104675
MYOF	0.6649953844658998	28	0.003738619387149811
MZB1	-1.0073840789575224	27	0.0012526363134384155
NAA15	2.686227554022785	26	3.2782554626464844e-06
NAA25	2.064682971703819	20	0.001689910888671875
NAA38	-0.37018977995863966	22	0.5445904731750488
NAA50	0.21681244450223322	5	
NAAA	-1.684072864254781	26	1.9073486328125e-05
NACA	0.64324456677166	28	0.0004729032516479492
NAE1	1.087008757638147	26	0.017613530158996582
NAGA	-0.6228558081560223	27	0.09538766741752625
NAGK	-0.11531563151004154	28	0.4117337390780449
NAGLU	0.27604849573984164	23	0.3294053077697754
NAMPT	0.577170711557764	28	0.08145394921302795
NANS	-0.17649495976439517	28	0.10925160348415375
NAP1L1	0.9159939891402191	28	5.529820919036865e-05
NAP1L4	0.3324736181009869	28	0.008224666118621826
NAPA	-0.024274232613557257	28	0.9910601079463959
NAPG	-0.07648683894418967	23	0.06503629684448242
NAPRT1	-0.0743381770347411	28	0.4514767527580261
NARS	-0.03884693471999064	28	0.6781789660453796
NARS2	1.0862879194997879	27	0.0013849586248397827
NASP	0.40018904396035876	27	0.005940347909927368
NAT1	-0.9147861496450713	27	0.0010209232568740845
NAT10	1.65211077988151	25	8.803606033325195e-05
NAT2	-0.4263056655220784	16	0.129730224609375
NBAS	0.21009803970530583	23	0.3294053077697754
NBEAL2	1.430332824444572	26	1.5974044799804688e-05
NBPF7	0.6540997574418097	23	0.00025343894958496094
NCALD	1.3892715893824263	6	0.03125
NCAPG	0.8796532896965561	9	0.203125
NCBP1	1.2661440050425505	28	0.0006467849016189575
NCDN	1.0590711308796217	26	0.0011651217937469482
NCEH1	0.6632255565375129	28	0.0056031495332717896
NCF2	1.0506771307756384	9	0.49609375
NCF4	0.8395273585468648	15	0.041259765625
NCK1	0.9286267703853485	9	0.12890625
NCKAP1	-0.25643635291101585	28	0.026356667280197144
NCKAP1L	-0.08038696425471767	16	0.781951904296875
NCKIPSD	1.1394363828772052	25	0.034173786640167236
NCL	1.1108936175789765	28	2.380460500717163e-05
NCLN	0.9132810384890651	28	0.001416526734828949
NCOA5	1.0590347364543549	11	0.1474609375
NCOR1	-0.9614791547136131	11	0.6376953125
NCS1	1.0586172993801333	10	0.02734375
NCSTN	0.5602666008791741	28	0.001416526734828949
ND3	-0.02924262846739242	19	0.5677604675292969
ND4	-0.2870858307538879	26	0.018977344036102295
ND5	-0.797401984794908	27	4.093348979949951e-05
ND6	-0.47347095195802413	8	0.1953125
NDRG1	0.6931018037520689	28	0.06281394511461258
NDRG2	-0.9663898951547392	20	0.00485992431640625
NDRG3	-0.5041163401358794	7	0.8125
NDUFA10	-0.38783661640181843	28	0.15023531019687653
NDUFA11	-0.475565350179312	24	0.0008462667465209961
NDUFA12	-0.5248415082835853	27	0.01506437361240387
NDUFA13	-1.0318690900899476	25	0.004604637622833252
NDUFA2	-0.2932421272561262	24	0.009575724601745605
NDUFA3	-0.11591206924041783	18	0.49507904052734375
NDUFA4	0.4337824017845693	27	0.03399476408958435
NDUFA5	-0.4372805159141525	28	0.0056031495332717896
NDUFA6	-0.40186928227211677	24	0.006516098976135254
NDUFA8	-0.26836247818138736	17	0.8536376953125
NDUFA9	-0.476153085955736	28	0.00027351081371307373
NDUFAB1	-0.3845548071850391	22	0.11287164688110352
NDUFAF1	-0.1409386708523598	19	0.18186569213867188
NDUFAF2	1.81918795035028	23	0.005414485931396484
NDUFAF3	0.09231694807815063	16	0.528167724609375
NDUFAF7	1.9650175381603852	6	0.09375
NDUFB10	-0.37586848068698736	21	0.27221012115478516
NDUFB3	-0.3748625536338989	14	0.0067138671875
NDUFB4	-0.25396813909225224	28	0.040213532745838165
NDUFB5	-0.5887232735543271	24	0.006516098976135254
NDUFB6	-0.2032379228901926	5	
NDUFB7	-1.440515793319682	12	0.1513671875
NDUFB8	-0.3583551449216924	28	0.042608387768268585
NDUFB9	-1.1293838713451472	21	0.08219528198242188
NDUFS1	-0.8698409631292803	28	4.830211400985718e-05
NDUFS2	-0.007561081986824434	28	0.6947018131613731
NDUFS3	-0.5994955182718407	28	2.2873282432556152e-06
NDUFS4	-0.7155731387631497	28	7.204711437225342e-05
NDUFS5	-0.09210873760228841	25	0.10731470584869385
NDUFS6	-0.7072150330129914	24	0.0005675554275512695
NDUFS7	-0.7191829666058898	28	0.007071197032928467
NDUFS8	-0.13912643820978218	28	0.5075842142105103
NDUFV1	-0.7010902852506475	27	9.59634780883789e-05
NDUFV2	-0.5537966138685435	28	0.0017047896981239319
NDUFV3	0.01455809569016927	11	0.51953125
NECAP1	-0.4491225721054297	23	0.5803380012512207
NECAP2	0.42712362302850665	20	0.36827659606933594
NEDD1	1.9109174617955995	6	0.0625
NEDD4	0.2706273572344783	20	0.5458755493164062
NEDD8	-0.17354609550419292	28	0.17090606689453125
NEK9	-0.15097137257674742	24	0.12084019184112549
NELFA	0.7821749152374959	23	0.05625271797180176
NELFB	0.802809380478362	28	0.012704446911811829
NELFCD	1.5599697019274756	27	3.522634506225586e-05
NENF	0.16954134810559915	26	0.380193829536438
NES	-0.41459215430204355	27	0.11668527126312256
NEU1	-0.20812480818865908	7	0.9375
NEXN	1.2695362402961998	28	2.2873282432556152e-06
NF1	1.2997722776278529	16	0.00213623046875
NFIC	0.18195479969193984	23	0.8462316989898682
NFIX	0.2921639006279622	22	0.0009412765502929688
NFKB1	0.7044134356819836	28	0.007071197032928467
NFKB2	1.9407750757157516	7	0.078125
NFU1	0.8136232957012319	18	0.0182342529296875
NGEF	-0.19241295151619908	6	0.84375
NGLY1	-0.3262526205386951	16	0.005157470703125
NHEJ1	0.1349493704212897	8	0.546875
NHLRC2	1.7718088522930155	5	
NHLRC3	0.19037949657123795	15	0.27685546875
NHP2	1.5265465913966163	11	0.1474609375
NHP2L1	1.3309706222705615	27	9.59634780883789e-05
NID1	0.024722731000902977	28	0.6136380508542061
NID2	0.4004251231121314	28	0.20980393886566162
NIF3L1	0.006353025599757192	25	0.8531995415687561
NIP7	1.6367789136608497	20	0.00365447998046875
NIPBL	0.14844527403186095	5	
NIPSNAP1	0.4106566253377395	28	0.11451615393161774
NIPSNAP3A	-0.15686696154208313	27	0.31257040798664093
NISCH	-0.47690615211410575	9	0.5703125
NIT1	1.156080880060884	28	0.14377250522375107
NIT2	-0.26350126516872885	28	0.004778154194355011
NLN	2.963693733691409	22	0.0021948814392089844
NLRX1	0.47050856596152196	28	0.08145394921302795
NMD3	0.257945225923467	6	0.5625
NME1	0.0629958555941006	15	0.7197265625
NME3	-0.05108801865364028	27	0.219833105802536
NMI	-0.03185247220446351	13	1.0
NMNAT1	-0.4019940006915508	10	0.375
NMRAL1	0.8893862372907703	8	0.078125
NMT1	-0.26033705705894294	16	0.4637451171875
NNT	-1.1312660550938562	28	0.0017047896981239319
NOB1	0.6960735222201657	23	0.0448758602142334
NOC2L	0.698919626384781	13	0.021484375
NOC4L	1.4659305201020056	22	0.000255584716796875
NOL11	-0.41962476877449584	5	
NOL3	0.03821564932196726	22	0.3705310821533203
NOL6	1.9479728960076155	25	2.2113323211669922e-05
NOL9	0.5420870073534911	8	0.3125
NONO	0.7496403902398253	28	0.0005833879113197327
NOP2	2.3203526180245926	28	4.830211400985718e-05
NOP56	0.7859639239667158	28	6.735324859619141e-06
NOP58	1.2642409891660578	28	1.1049211025238037e-05
NOP9	1.4051220304137608	27	0.002029682953801726
NOSIP	0.4024619779281464	28	0.8665077835321426
NPC2	1.1962250301944666	21	0.01947307586669922
NPEPL1	1.1789606878887684	28	0.0017047896981239319
NPEPPS	0.04137396812343159	28	0.973184622824192
NPLOC4	0.2508482358300503	27	0.04355788230895996
NPM1	1.0675369032498971	28	1.5139579772949219e-05
NPTN	0.15998607050241148	26	0.0993349552154541
NQO1	0.6758664347997908	19	0.37359619140625
NR2C2AP	1.0620643200637248	8	0.015625
NRBP1	0.4452198865611745	22	0.09173250198364258
NRD1	0.6079518762476102	18	0.34654998779296875
NRM	-0.7348996986482426	6	0.03125
NRP1	0.4466725407937789	25	0.023649930953979492
NSDHL	1.4546518715722967	26	0.00019028782844543457
NSF	0.03490034028186915	28	0.6136380508542061
NSFL1C	-0.5106846385833486	28	0.6781789660453796
NSUN2	2.2241512548238056	28	2.380460500717163e-05
NT5C	-0.37361436390735525	26	0.08419731259346008
NT5C2	1.7381543404791748	28	8.20159912109375e-05
NT5C3A	0.014470617896924179	22	0.9492697715759277
NT5DC1	-0.5924134923167204	23	0.0016598701477050781
NT5E	0.29685576722486545	16	0.596588134765625
NTAN1	-0.7697209012439727	11	0.51953125
NTMT1	1.238421183761124	27	2.086162567138672e-07
NTPCR	0.046196971622951284	27	0.82233826816082
NUBP1	-1.0748752544157312	10	0.232421875
NUBP2	-0.24517470307706649	27	0.7495975196361542
NUBPL	-0.4628552392756139	5	
NUCB1	-0.07758738207122713	28	0.46517620980739594
NUCB2	-0.6692287987579949	21	0.16780662536621094
NUCKS1	0.8192346179541362	18	0.0065765380859375
NUDC	1.0403284737282525	21	0.0021514892578125
NUDCD1	2.5432504150163115	14	0.008544921875
NUDCD2	-0.14571967967335697	14	0.7608642578125
NUDT12	0.23772341009092834	15	0.27685546875
NUDT16	0.153336115787631	28	0.6295278295874596
NUDT16L1	0.04133398226760857	16	0.743560791015625
NUDT2	1.094765643150863	9	0.09765625
NUDT21	0.4884450819156564	28	0.0012892335653305054
NUDT4	0.9230170354784475	14	0.0107421875
NUDT5	1.135140926212176	26	0.0007454454898834229
NUDT9	-0.8625780928054507	5	
NUMA1	-0.15347537037491882	28	0.3052256628870964
NUP107	0.6752426811587359	23	0.10454297065734863
NUP133	0.8362432058695976	28	0.008224666118621826
NUP153	-0.034527683128271015	25	0.9578450322151184
NUP155	0.3841866441948205	28	0.03575380891561508
NUP160	0.6206313183760748	26	0.009382545948028564
NUP188	1.0699466671750386	22	0.0014548301696777344
NUP205	1.421525532724902	28	0.0003418475389480591
NUP210	2.6631143291705115	26	4.410743713378906e-05
NUP214	0.9718055627601261	20	0.0023250579833984375
NUP37	0.2905758928136024	20	0.2305126190185547
NUP43	0.6254688617127958	23	0.03838014602661133
NUP50	0.18297073249992218	24	0.3165123462677002
NUP54	0.8226291239708857	28	0.0012892335653305054
NUP62	0.22111683267267834	8	0.9453125
NUP85	0.9050554413147892	27	0.0001253187656402588
NUP88	0.33550859879399153	15	0.42120361328125
NUP93	1.0003654011393912	27	0.0001253187656402588
NUP98	0.7774790505641016	26	0.025350749492645264
NUPL1	0.5128302278690021	20	0.069580078125
NUTF2	1.6459207215138298	28	1.0207295417785645e-06
NXF1	0.6395116959431816	12	0.05224609375
NXN	0.5094969354296967	11	0.4130859375
NXPE4	-0.1338560846204215	6	0.84375
OAS1	-0.9013815861434744	8	0.4609375
OAS2	0.4613923017900465	28	0.05638675391674042
OAS3	0.8939355107391237	23	0.0009758472442626953
OAT	0.08397390492417943	28	0.2450956031680107
OCIAD1	0.37282674532286647	23	0.30013346672058105
OCIAD2	1.0947111996341319	23	0.0018849372863769531
OCLN	-1.094412231711681	11	0.0830078125
OGDH	0.048742466665233984	28	0.7450922578573227
OGN	-2.8973046273608425	28	2.2873282432556152e-06
OGT	1.0725442125950715	17	0.1323699951171875
OLA1	0.9404288517166903	28	0.00019368529319763184
OLFM4	2.1153111980710166	10	0.193359375
OLFML1	-2.2378371481181434	19	0.01082611083984375
OLFML3	-2.9844189348283887	14	0.0245361328125
OPA1	0.5769016456943292	28	0.3052256628870964
OPA3	-0.18883168394666844	20	0.16495704650878906
OPLAH	0.21383380663877102	27	0.9528931677341461
ORC5	2.1660849804344937	5	
ORM1	0.409797069656156	27	0.046262577176094055
ORM2	0.22326178759423443	27	0.41325296461582184
OS9	0.43469726597536146	21	0.1906871795654297
OSBP	0.21054806847958102	28	0.5369088649749756
OSBPL3	0.6696126889575561	9	0.01953125
OSBPL8	0.3308601851688029	28	0.01362369954586029
OSBPL9	0.6300503902496942	15	0.01806640625
OSGEP	0.7948977508531595	5	
OSTC	0.3461592386149269	24	0.009575724601745605
OSTF1	-0.23898429762131357	28	0.033681392669677734
OTUB1	0.008174797930294977	28	0.831373319029808
OVCA2	-0.0855551755670372	22	0.4060330390930176
OXCT1	-0.3821844994420164	28	0.04774715006351471
OXSR1	0.15408309287264754	28	0.33856552094221115
P4HA1	5.347274738252369	21	1.9073486328125e-06
P4HA2	3.511333693145076	15	0.00018310546875
P4HB	0.5237827411465963	28	0.004060737788677216
PA2G4	0.8330113669188777	28	0.00027351081371307373
PAAF1	0.02522597628817358	5	
PABPC1	0.7664222419681288	28	0.00021760910749435425
PABPC4	0.6937045288124735	26	0.00032070279121398926
PACS1	1.6826407054098038	6	0.0625
PACSIN2	-0.41528458368523136	28	0.0012892335653305054
PADI2	-1.3986524955173898	28	5.677342414855957e-06
PAFAH1B1	-0.048675284043820766	28	0.3272097110748291
PAFAH1B2	0.2974963527973024	28	0.04774715006351471
PAFAH1B3	1.2563890724117115	27	0.0003387331962585449
PAICS	1.145599805574144	28	0.00021760910749435425
PAIP1	1.2686885076520942	16	0.104583740234375
PAK1	1.0172674333988263	26	0.3276410400867462
PAK2	0.7078877987480885	16	0.033538818359375
PAK4	0.23511297520853627	28	0.3272097110748291
PALLD	1.4309736344669375	28	1.5422701835632324e-06
PANK4	0.21667482016573975	24	0.4223414659500122
PAPSS1	1.4799679591173975	28	0.00015273690223693848
PAPSS2	-1.1303434460262638	28	1.1049211025238037e-05
PARK7	0.6710896476388658	28	0.006060026586055756
PARP1	0.33693651462847	28	0.0451183095574379
PARP10	-0.6599724892663797	11	0.7646484375
PARP14	1.1479060567214985	19	0.000164031982421875
PARP4	0.56299679726393	28	0.03170907497406006
PARP9	-0.5772387381020536	28	0.05953092873096466
PARS2	1.3594889703977808	8	0.109375
PARVA	0.2899428322032497	28	0.006060026586055756
PARVB	1.2900381255831572	22	2.0503997802734375e-05
PARVG	-0.05214442197609663	5	
PATL1	1.0567860260915773	21	0.002857208251953125
PAWR	0.673350276764309	21	0.11105823516845703
PBDC1	1.0956903386783559	28	4.2110681533813477e-05
PBLD	-1.0964005146766362	25	0.006129205226898193
PBRM1	1.3625700793847082	17	0.0008392333984375
PBXIP1	1.2562714131622472	14	0.0107421875
PC	0.20470389775218034	24	0.6033114194869995
PCBD1	-0.2881874996412065	25	0.2634761333465576
PCBD2	0.6640073494142135	19	0.015972137451171875
PCBP1	0.44462211359501747	28	0.019113145768642426
PCBP2	0.35374775800962743	28	0.13146880269050598
PCCA	-1.071484043818377	28	4.76837158203125e-06
PCCB	-0.4218782685710559	28	0.14377250522375107
PCDH1	-1.3919554583988971	16	0.0155029296875
PCK1	-0.9638441785157489	17	0.0714111328125
PCK2	-0.3581668078788067	28	0.10925160348415375
PCMT1	0.3885508046198316	28	0.0012892335653305054
PCNA	-0.6325998320624149	26	0.2369500696659088
PCOLCE	2.0306110934155495	17	0.000213623046875
PCYOX1	-0.007233881662277557	28	0.9196710959076881
PCYOX1L	0.19428087289206922	10	0.556640625
PCYT1A	0.19391262533944353	28	0.14377250522375107
PCYT2	0.2311290525623377	28	0.10925160348415375
PDAP1	0.7487990619193611	28	0.0010645166039466858
PDCD10	-0.43127491744271645	28	0.007629185914993286
PDCD11	2.376293247961471	23	8.845329284667969e-05
PDCD4	-1.0954758544860013	28	8.195638656616211e-07
PDCD5	0.4134390165427593	28	0.0056031495332717896
PDCD6	0.4447385151980836	28	0.0009657368063926697
PDCD6IP	0.11736471276538396	28	0.5369088649749756
PDCL3	0.40999747401721764	6	0.5625
PDDC1	-0.32030650246599585	13	0.587890625
PDE12	0.6385468026813171	28	0.004060737788677216
PDE3A	0.2270720012226615	19	0.8905677795410156
PDE5A	-0.3513992133785259	21	0.16780662536621094
PDE6D	1.6356538099514608	5	
PDF	0.7411956852788336	15	0.00030517578125
PDGFRB	0.9661255345773063	6	0.84375
PDHA1	0.025333034822565378	28	0.551873967051506
PDHB	0.5524830923163877	28	0.004406772553920746
PDHX	0.1909202914240365	24	0.2522493600845337
PDIA3	-0.1414003672926062	28	0.11451615393161774
PDIA4	0.29560548089142025	28	0.026356667280197144
PDIA5	0.8928555590869716	28	0.01102352887392044
PDIA6	0.14809965002024478	28	0.3052256628870964
PDK1	-0.2635691544203889	26	0.4082431197166443
PDK2	-0.4117271827020433	6	0.5625
PDLIM1	-0.02211532732429986	28	0.46517620980739594
PDLIM2	0.25806749364077	21	0.02901458740234375
PDLIM3	-0.11263751442688066	28	0.9553221687674522
PDLIM4	1.9017493699520742	28	2.7641654014587402e-06
PDLIM5	0.6682734552789563	28	0.001416526734828949
