gene	spearman_r	n_samples
MRE11	0.49064506174168354	96
MRFAP1	0.301892546129655	54
MRGBP	0.4060828877005348	33
MRGPRF	0.5780328984162169	96
MRI1	0.340522942313562	96
MRM1	0.5568452418956933	91
MRM2	0.1999435267530744	22
MRM3	0.43981483094310464	96
MROH1	0.6032067934239413	96
MRPL1	-0.0016549329209946712	96
MRPL10	0.3025896335014628	96
MRPL11	0.03757223473581538	96
MRPL12	0.3445233097367975	96
MRPL13	0.0816752861424211	96
MRPL14	0.008573182353130118	96
MRPL15	0.1093382258184852	96
MRPL16	-0.058360718004357666	96
MRPL17	-0.13430416322188554	96
MRPL18	-0.04357454370441458	96
MRPL19	-0.02780839338718831	96
MRPL2	0.2543146571882597	96
MRPL20	-0.15983206272552158	96
MRPL21	-0.17240432064608757	96
MRPL22	-0.1338797906936407	96
MRPL23	0.005748295859324408	96
MRPL24	0.14971190989458666	96
MRPL27	-0.024362865621165956	96
MRPL28	-0.17056214223333316	96
MRPL3	-0.04469690546867584	96
MRPL30	0.13050953794655928	96
MRPL32	0.16777790590009697	96
MRPL33	-0.02207611132466318	87
MRPL34	0.06590558476666715	73
MRPL35	0.009623207677938303	70
MRPL37	0.09229026635317444	96
MRPL38	0.2795450229316315	96
MRPL39	-0.06650275540521497	96
MRPL4	0.0819672131147541	96
MRPL40	-0.10466843465585274	96
MRPL41	0.05870662963681284	96
MRPL42	-0.0977624678749739	92
MRPL43	-0.2025638416976088	96
MRPL44	-0.1261140882767712	96
MRPL45	0.23697820406227077	96
MRPL46	0.02861919748493058	96
MRPL47	-0.066618962190629	96
MRPL48	0.012314758444606328	92
MRPL49	0.1979489544869009	96
MRPL50	-0.04135353645066498	96
MRPL51	-0.05435486660571073	96
MRPL52	-0.06729993149616446	96
MRPL53	0.09759993491339965	96
MRPL54	0.03719554793236814	96
MRPL55	0.10905366557918235	96
MRPL57	0.0356504039967927	46
MRPL58	0.0897002418052942	96
MRPL9	0.0685624173427617	96
MRPS10	-0.007654324337860823	96
MRPS11	0.04803319110773099	90
MRPS12	0.03687010257204573	91
MRPS14	-0.08370291879954285	92
MRPS15	-0.11668034483598273	96
MRPS16	-0.14435465000032144	96
MRPS17	0.0747500644407411	96
MRPS18A	0.029463132087106235	96
MRPS18B	0.09401918094601694	96
MRPS18C	0.17677230565633809	72
MRPS2	0.06234548432750952	96
MRPS21	0.16785202746654526	90
MRPS22	0.05981598733039677	96
MRPS23	0.02463094281281014	96
MRPS24	0.04346689226077496	58
MRPS25	0.35082221838077704	96
MRPS26	0.18941778129201478	96
MRPS27	0.05817360518176539	96
MRPS28	0.17101095397971988	96
MRPS30	-0.08758745350114681	96
MRPS31	0.31305320995391184	96
MRPS33	0.2380865177227038	96
MRPS34	-0.03195252225537662	96
MRPS35	-0.05379228486925276	96
MRPS36	0.019148005334078563	96
MRPS5	-0.09818364329638878	96
MRPS6	0.18263269984671524	96
MRPS7	0.0710882312082994	96
MRPS9	0.2731286947274849	96
MRRF	0.38929715981571894	96
MRTO4	0.29101101495555304	96
MRVI1	0.4797826846564156	96
MSH2	0.3999369211435524	96
MSH3	0.4715028894326761	96
MSH6	0.555217179094293	96
MSI2	0.48584324990020866	96
MSMO1	0.6843177536928643	71
MSN	0.39819584569961924	96
MSR1	0.6653878224328533	87
MSRA	0.3012830679576826	88
MSRB2	0.4086653079291925	96
MSRB3	0.5093041158925202	90
MST1	0.2959096076427002	64
MST1R	0.22054063511503802	70
MSTO1	0.23169426476696978	62
MT1F	0.34971642687286403	82
MT1G	0.29648081012416616	96
MTA1	0.4011508635878288	89
MTA2	0.18758838670839623	96
MTA3	0.43649724348931085	77
MTAP	0.195935863714818	96
MTCH1	0.23864268370982583	96
MTCH2	0.15788277825130273	96
MTDH	0.7050213816555111	96
MTERF3	0.39154123992959217	66
MTERF4	0.06248156049319055	65
MTFMT	0.16053754430506345	68
MTFP1	0.18069757846416368	35
MTFR1	0.7206896551724137	29
MTFR1L	0.22924311395302416	96
MTG1	0.2830831109603871	96
MTG2	0.3504704184846125	44
MTHFD1	0.6523576332025377	96
MTHFD1L	0.5458140173730929	96
MTHFD2	0.4871995740791293	96
MTHFD2L	0.20084649428210408	25
MTHFS	0.27087957771445725	69
MTIF2	0.1414279803883614	96
MTIF3	0.2897440940943088	96
MTM1	0.4999847389081501	96
MTMR1	0.1212411019379573	96
MTMR10	0.21915752043159753	40
MTMR11	0.42564774891180385	31
MTMR12	0.4826243696338294	96
MTMR14	0.32252156953291505	96
MTMR2	0.31073322763606404	87
MTMR6	0.3141252594383082	96
MTMR9	0.21129052517517924	82
MTO1	0.340806690027793	48
MTOR	0.145434999355657	96
MTPAP	0.3426674218535223	96
MTPN	0.06059455096684053	96
MTR	-0.08076839355681321	82
MTRF1	0.5828862135852338	22
MTSS1	-0.011583011583011582	36
MTSS1L	-0.02656222231584249	76
MTURN	-0.12956519909592865	52
MTUS1	0.5077922077922078	56
MTX1	0.04972055293567005	96
MTX2	-0.09890732250152898	96
MTX3	0.4510635123970213	96
MUC1	0.5996801849577318	92
MUC13	0.4603272573362439	96
MUC2	0.6448330943351944	96
MUC4	0.519375944135807	85
MUL1	0.1160596715085762	55
MUSTN1	0.22676752008476167	61
MUT	0.3981619330430733	96
MVB12A	0.2137169252499354	96
MVB12B	0.16664812651791733	30
MVD	0.6188265377098776	96
MVK	0.578851697691029	96
MVP	0.45994716369684546	96
MX1	0.7008864683021453	96
MX2	0.6680774435441543	96
MXRA5	0.49685291444539403	96
MXRA7	0.5808383653054864	96
MXRA8	0.44742413777133716	31
MYADM	0.2993346310696442	96
MYBBP1A	0.3306078847140155	96
MYCBP	0.3024311831869399	96
MYCBP2	0.13042224959738175	96
MYD88	0.22814578268573085	94
MYDGF	0.30921472077109446	96
MYEF2	0.7987425222989238	96
MYH10	0.477944891928084	96
MYH11	0.6450079185892532	96
MYH14	0.3735116675959807	96
MYH9	0.3593713968235792	96
MYL12A	0.17153061310640624	71
MYL12B	0.2631036353771026	96
MYL6	0.3099103634119852	96
MYL6B	0.2676159644100883	78
MYL9	0.6645753149867083	96
MYLK	0.7453275866670394	96
MYO15B	0.5528097965638019	96
MYO18A	0.2150727252392173	96
MYO19	0.428441071943137	50
MYO1A	0.6609060140941555	96
MYO1B	0.67351471970056	96
MYO1C	0.1404125152050408	96
MYO1D	0.5823241555254788	96
MYO1E	0.6888389239747302	96
MYO1F	0.6032916313689339	96
MYO1G	0.658647016006112	96
MYO5A	0.4253339875464731	86
MYO5B	0.5729469058287809	96
MYO5C	0.48673937019859687	91
MYO6	0.7055240731120411	96
MYO7B	0.4731903349121533	96
MYO9B	0.31632351998144764	96
MYOF	0.4671945739747086	96
MZB1	0.7196052497710856	96
MZT1	0.12045818541917593	29
MZT2B	-0.0811441024872207	81
N4BP1	0.2033006430809799	81
NAA10	0.17317905276388695	96
NAA15	0.46179541703393456	96
NAA16	0.15415691658106662	75
NAA20	-0.2233201581027668	23
NAA25	0.32507908956814047	95
NAA30	0.5813288610178061	54
NAA35	0.21513887483754668	96
NAA40	0.31504972638398177	74
NAA50	0.16341106093555713	96
NAAA	0.5155627904889339	96
NAALADL2	0.7239599149711508	39
NABP2	0.29724622826352975	60
NACA	0.306176155429084	96
NACC1	0.1293365056001636	89
NADK	-0.02851172027977362	86
NADK2	0.27122891868095933	96
NADSYN1	0.35015158811440666	96
NAE1	0.11047996283259574	96
NAGA	0.1806293642271866	96
NAGK	0.3806715479519424	96
NAGLU	0.10351949321335538	96
NAGPA	0.34025974025974026	21
NAIP	0.4008379408896167	64
NAMPT	0.6305951294982969	96
NANP	0.31527093596059114	28
NANS	0.328842195222271	96
NAP1L1	0.4384743469537855	96
NAP1L4	0.2806622489670287	96
NAPA	0.43689168934176376	96
NAPB	0.17753814808308999	44
NAPEPLD	0.5131108981618607	41
NAPG	0.7802300659269106	96
NAPRT	0.6918365686074567	96
NARFL	-0.021387632785587002	77
NARS	0.6796663049376017	96
NARS2	0.31606113944532094	96
NASP	0.7280329903787309	96
NAT1	0.6606900621894408	96
NAT10	0.614921829958965	96
NAT14	0.17120335146488194	29
NAXD	0.4628457091198382	96
NAXE	0.29662839043799016	96
NBAS	0.3499686307938644	96
NBEAL2	0.2942592818676325	96
NBL1	0.6047783565204655	66
NBN	0.2144494635033031	96
NCALD	0.34869741801996396	92
NCAPD2	0.2963279480460919	96
NCAPD3	0.18944360831695792	49
NCAPG	0.6757632840377505	93
NCAPG2	0.3141859409864088	39
NCAPH	0.5427601251418666	90
NCBP1	0.5444291460081256	96
NCBP2	0.18160545328818087	96
NCBP3	0.3085372636262514	96
NCDN	0.04102795317061579	92
NCEH1	0.5896959379260295	96
NCF1	0.5448163368491221	96
NCF2	0.6099398050898038	96
NCF4	0.30283483754233054	96
NCK1	0.3231255489670058	96
NCK2	0.4494375544751879	96
NCKAP1	0.20052022401732456	96
NCKAP1L	0.5060550670308572	96
NCKIPSD	0.25855773712062174	91
NCL	0.28190154506271115	96
NCLN	0.1500369649444089	96
NCOA2	0.37990961013124447	66
NCOA5	0.665412998496343	96
NCOA7	0.17212669683257917	51
NCOR1	0.17202469962972136	86
NCOR2	0.0631449723137567	96
NCS1	0.5084262380088151	57
NCSTN	0.3497709183778344	96
NDC1	0.38714583765899646	91
NDE1	0.014040789510450789	79
NDEL1	-0.031168831168831172	21
NDOR1	-0.04157194113377193	21
NDRG1	0.7409623028155075	96
NDRG2	0.6950862597123987	96
NDRG3	0.7226636552381142	96
NDUFA1	-0.02853816890289152	63
NDUFA10	0.05402930713514996	96
NDUFA11	-0.2756083086069261	96
NDUFA12	-0.015694839153081674	96
NDUFA13	-0.04535142009560693	96
NDUFA2	-0.06870006375719272	96
NDUFA3	-0.10546770348375369	96
NDUFA4	0.0891758625601096	96
NDUFA4L2	0.7870310013232745	37
NDUFA5	0.17773135463801895	96
NDUFA6	-0.10911027008213636	96
NDUFA7	-0.03951464673616888	96
NDUFA8	0.04630128902978065	96
NDUFA9	-0.022816370272992745	96
NDUFAB1	0.11767738085823985	96
NDUFAF1	0.25080467915153337	90
NDUFAF2	0.2018190882188	96
NDUFAF3	0.0863493312431926	96
NDUFAF4	0.2868712080892541	96
NDUFAF5	0.20628076155287134	41
NDUFAF6	0.25629554868652416	55
NDUFAF7	0.4041948295205238	94
NDUFAF8	0.29290438086886617	69
NDUFB1	0.03956930902947722	96
NDUFB10	-0.02126988540997116	96
NDUFB11	0.058845672544111466	96
NDUFB2	-0.0164598894710857	91
NDUFB3	-0.07582118706893787	96
NDUFB4	-0.09418842432661656	96
NDUFB5	-0.04938346966295983	96
NDUFB6	0.1789849223777409	96
NDUFB7	0.008708774905071309	96
NDUFB8	-0.10032013457426746	96
NDUFB9	-0.02489851700892989	96
NDUFC1	-0.09127548601232811	37
NDUFC2	-0.004408677634328271	96
NDUFS1	-0.08332287699665043	96
NDUFS2	-0.20298706893216956	96
NDUFS3	0.002482407799929493	96
NDUFS4	-0.09162003594804492	96
NDUFS5	-0.057230836013741945	96
NDUFS6	-0.18436224041631652	96
NDUFS7	-0.028812403984253752	96
NDUFS8	-0.06608607774466113	96
NDUFV1	-0.1040919172256625	96
NDUFV2	0.05012005209155141	96
NDUFV3	0.19282187284245106	96
NEBL	0.7802902875746066	96
NECAP1	0.37450962262769394	88
NECAP2	0.47342896869807044	96
NECTIN1	0.226819691935971	43
NECTIN2	0.3438382783507944	96
NEDD1	0.22793611743550218	87
NEDD4	0.5244952081348556	96
NEDD4L	0.40161966386794445	96
NEDD8	0.22219341457091002	57
NEDD8-MDP1	0.20673669890653784	57
NEGR1	0.5401079859577589	96
NEK3	0.6478342069276845	94
NEK6	0.28582420224819827	25
NEK7	0.19742058446521998	96
NEK9	0.4821823410629228	96
NELFA	0.2945864462782014	96
NELFB	0.1725748198478461	96
NELFCD	0.4069465780903015	96
NELFE	0.08550092582703007	96
NEMF	0.5788395603534477	96
NEMP1	0.31897435897435894	26
NENF	0.30593669246264554	96
NEO1	0.23880585129679327	91
NEPRO	0.3203812316715542	32
NES	0.3098825596549574	96
NEU1	0.43446058683292893	96
NEXN	0.6643797754600826	96
NF1	0.013851227556046595	85
NF2	-0.00899055423602382	75
NFATC2	-0.005336692830316025	70
NFATC2IP	0.2979306415895702	96
NFIA	0.4959703493136857	94
NFIB	0.35843920145190555	31
NFIC	0.19511855991752353	96
NFIX	0.36772441017191654	96
NFKB1	0.3647030894970666	96
NFKB2	0.5551602752210798	96
NFKBIB	0.029457645129303756	90
NFKBIE	0.2712569728664606	83
NFRKB	0.1086320719093188	33
NFS1	0.722889931919284	96
NFU1	0.3506412908564336	96
NFX1	0.14666051515700407	48
NFXL1	0.4790764403911449	96
NFYA	0.13429686269788801	95
NFYB	0.16430896885673182	90
NFYC	0.11345744036077539	88
NGDN	0.1689821806100876	43
NGEF	0.26462387620749706	75
NGLY1	0.029703782348184705	87
NHEJ1	0.3468176533049828	96
NHLRC2	0.5357239751978297	96
NHLRC3	-0.09203839638622249	22
NHP2	0.14158589770871732	96
NID1	0.04482962098912091	96
NID2	0.2351111850331329	96
NIF3L1	0.13824104943503818	96
NIFK	0.26046732460768013	96
NINJ1	0.47499726447094875	38
NIP7	0.04726134479389717	96
NIPBL	0.32112481178529284	96
NIPSNAP1	0.33641037467878177	96
NIPSNAP2	0.24671638302068546	96
NIPSNAP3A	0.23874417092516684	90
NISCH	0.25138226778989525	82
NIT1	0.07639922820449513	96
NIT2	0.22100361853872205	96
NKIRAS2	0.33160064735879896	92
NKRF	0.5446912125327796	88
NKTR	-0.22985842985842986	36
NLE1	0.6080538005305139	96
NLN	0.49097747168269973	96
NLRX1	0.1698574183826272	68
NMD3	0.19849427723725843	96
NME1	0.18652949563224847	92
NME1-NME2	0.10616101569487124	96
NME3	0.35058601711266646	96
NME6	0.013444109374873801	43
NME7	0.3260716954321831	82
NMI	0.5888896048216665	96
NMNAT1	0.3439190406072154	96
NMNAT3	0.4991301107368147	96
NMRAL1	0.44564836265558266	92
NMT1	0.5687349088238881	96
NMT2	0.2627951415943928	86
NNMT	0.7241552381506519	96
NNT	0.669868044890973	96
NOA1	0.11682066536686113	92
NOB1	0.19173566444803622	95
NOC2L	0.132307358409319	96
NOC3L	0.30039474755838963	96
NOC4L	0.41807015695968647	94
NOL10	0.17408072044777778	90
NOL11	0.03356373117705297	93
NOL3	0.4804494567169697	90
NOL4L	0.566067986284468	68
NOL6	0.2743011398143103	96
NOL7	0.19242759762853287	94
NOL8	0.03671368787028464	65
NOL9	0.2717055107927449	96
NOLC1	0.4720305214100904	96
NOM1	0.41809469227689566	96
NOMO1	0.23068508745574726	78
NOMO2	0.06818181818181818	23
NONO	0.5772663763884323	96
NOP10	-0.12169141710563078	96
NOP14	0.336210258632479	96
NOP16	0.4072943497206496	94
NOP2	0.5975528696945595	96
NOP53	0.024588966021191084	69
NOP56	0.3303184761371932	96
NOP58	-0.03260375618135589	96
NOP9	0.4170580755156573	96
NOS2	0.7161290322580645	30
NOS3	0.25148005148005154	36
NOSIP	0.38372633273031775	96
NOSTRIN	0.6495747595081862	91
NOX1	0.755522765978647	71
NPC1	0.5098292790550143	94
NPC2	0.30189639035407295	96
NPEPL1	0.31588478888240057	96
NPEPPS	0.5717371767731054	96
NPL	0.4153775681778214	44
NPLOC4	0.38209121253738626	96
NPM1	0.22863847856795047	96
NPM3	0.5535918705415315	88
NPNT	0.4491659064498091	96
NPTN	0.24690462060336976	96
NQO1	0.4613902888290071	96
NQO2	0.27102733200568446	86
NR2C2	0.16448202959830865	44
NR2C2AP	0.2856837636874917	96
NR2F2	0.21417975148333973	92
NR2F6	0.2837312604108828	59
NR3C1	0.4148936170212766	48
NRAS	0.2930897919016873	63
NRBF2	0.16992659113567782	57
NRBP1	-0.12370029235385635	96
NRBP2	0.17884054200508653	41
NRDC	0.4837897964335017	96
NRDE2	0.5607834555202976	38
NRF1	0.11431381534467976	96
NRGN	0.395054718399958	21
NRM	0.23655254633417	78
NRP1	0.5535301877802111	96
NRP2	0.4811423558887813	86
NSA2	0.05291123535366736	92
NSD3	0.48489578330611854	50
NSDHL	0.6655497867029055	96
NSF	0.5368055508454459	96
NSFL1C	0.7012327257352745	96
NSL1	0.354411941057274	67
NSMAF	0.23193260081654482	56
NSMCE1	0.10589853300733496	34
NSMCE2	-0.04952322362350046	56
NSMCE3	0.20048360800338685	96
NSRP1	0.2839931316708546	86
NSUN2	0.5211263306786528	96
NSUN4	0.3612828487889821	62
NSUN5	0.22436099609113222	96
NT5C	0.20729134873471688	96
NT5C2	0.30918759072320934	96
NT5C3A	0.38904620603963413	96
NT5C3B	0.38870967741935486	31
NT5DC1	0.22197879719449046	96
NT5DC2	0.7247656652438422	86
NT5DC3	0.5079552151498661	91
NT5E	0.4328095008783293	96
NTAN1	0.21308476428970333	41
NTHL1	0.343623684684942	77
NTM	0.6681534849709785	81
NTMT1	0.2961516255760872	91
NTPCR	0.628288782254259	96
NUB1	0.650221280237127	96
NUBP1	0.3867712092382229	96
NUBP2	0.07459431963082107	96
NUBPL	0.6469776309067518	96
NUCB1	-0.12656845590496957	96
NUCB2	0.6466750092449853	96
NUCKS1	0.37272915331587536	96
NUDC	0.43666194154870835	96
NUDCD1	0.3868546798135332	96
NUDCD2	0.4677399118396429	96
NUDCD3	0.671149952695357	96
NUDT1	0.1185378662742743	60
NUDT12	0.3698965510030278	63
NUDT14	0.6692307692307693	25
NUDT15	0.4446167469908867	44
NUDT16	0.38878017845315155	96
NUDT16L1	0.17477591745035	96
NUDT19	0.4618948139612738	96
NUDT2	0.726479176100837	96
NUDT21	0.17534566199713503	96
NUDT3	0.13390027129544602	69
NUDT4	0.7691968570203516	96
NUDT5	0.18450869012399446	96
NUDT6	0.17899491812535295	22
NUDT8	0.5125889333609773	60
NUDT9	0.39027781549481944	96
NUFIP2	0.15481814328906363	96
NUMA1	0.26173035446009574	96
NUMB	0.21827406003306504	96
NUMBL	0.14985131791699327	76
NUP107	-0.10576150248813664	96
NUP133	0.023708592204899837	96
NUP153	0.4347939621489158	96
NUP155	0.2480152472548688	96
NUP160	0.24368291649143944	96
NUP188	0.26326498776353835	96
NUP205	0.3025465720547761	96
NUP210	0.5400841020075964	96
NUP214	0.13908454885660507	96
NUP35	0.12233063047551804	96
NUP37	0.04796657532759977	96
NUP43	0.15665407221685634	83
NUP50	0.6619651916763885	96
NUP54	0.01281568675335392	96
NUP58	0.20399020592454892	96
NUP62	0.14272051770435276	96
NUP85	0.12267612607700935	96
NUP88	0.12388300127813665	96
NUP93	0.36415955614875123	96
NUP98	0.13624987283784903	96
NUPL2	0.006714416795978269	75
NUPR1	0.652014652014652	27
NUS1	0.29426129426129427	27
NUSAP1	0.563253436521888	40
NUTF2	-0.050733705704322396	96
NVL	0.05179704016913319	43
NXF1	0.29991793104851566	96
NXN	0.5513626621593652	96
NXPE4	0.4505191017209875	53
NXT1	0.17900774446049206	95
OAF	0.13288288290708808	68
OARD1	0.578154885456671	96
OAS1	0.5430245728866957	96
OAS2	0.8074268757994715	96
OAS3	0.7250122934488645	96
OASL	0.6647357124990493	86
OAT	0.6680096040369512	96
OCIAD1	0.3127774518510578	96
OCIAD2	0.44895176989482094	96
OCLN	0.621984305175155	96
OCRL	0.2985868277316996	94
ODF2	-0.2943714821763603	40
OGDH	0.3156147306255205	96
OGFOD1	0.42665894405164545	36
OGFOD2	-0.0985732550885324	96
OGFOD3	0.24694284650832493	47
OGFR	0.6243849172069178	96
OGN	0.6189967477944944	96
OGT	-0.020232644905995092	96
OLA1	0.261281822603958	96
OLFM4	0.6536147644075049	96
OLFML1	0.4534027528843344	96
OLFML3	0.5387664989575578	96
OMA1	0.3442027013993745	82
OPA1	0.14054625981237412	96
OPA3	0.13174018426028433	85
OPLAH	0.4370515063959089	96
OPTN	0.6589797677659817	96
ORC2	0.19487613219979907	44
ORC3	0.11619119667966724	91
ORC4	0.09492052906524397	60
ORC5	0.04915131459804743	90
OS9	-0.11324081987265176	96
OSBP	0.3482383584729066	96
OSBP2	0.034862620552581006	52
OSBPL10	0.36882593628658517	66
OSBPL11	0.15337436373899938	89
OSBPL1A	0.45124380566668304	90
OSBPL2	0.7334454716926504	96
OSBPL3	0.32419227434977205	92
OSBPL5	0.06670863764391709	62
OSBPL7	0.2692307692307692	25
OSBPL8	0.49107088355184175	96
OSBPL9	0.07053205956827645	96
OSGEP	0.3566022906822903	92
OSGEPL1	0.4768252381150963	41
OSTC	0.2830584748336774	96
OSTF1	0.2162652522971416	96
OSTM1	-0.044882320744389706	28
OTUB1	0.36639378178456006	96
OTUD4	0.39833664982907285	49
OTUD6B	0.51684064103096	92
OTUD7B	0.4042997155893231	78
OTULIN	0.4629625742787666	83
OVCA2	0.46835357362101804	91
OXA1L	0.3755667617367134	96
OXCT1	0.7029690547852462	96
OXNAD1	0.36722169143845645	71
OXR1	0.5088477268682345	96
OXSM	0.092125968263758	96
OXSR1	0.5703336690743713	96
P2RX4	0.4684387410330239	96
P3H1	0.4299812795051278	96
P3H3	0.4951807319864502	96
P3H4	0.26987630584704203	65
P4HA1	0.7281205384316565	96
P4HA2	0.24631198410168417	96
P4HB	0.7190770420474811	96
PA2G4	0.549767019184178	96
PAAF1	0.22698329212804605	93
PABPC1	0.08092865839395755	96
PABPC4	0.3264637558306184	96
PABPN1	-0.052503467210098784	86
PACS1	0.19270669067811147	96
PACS2	0.13372859025032938	45
PACSIN2	0.563235074729306	96
PACSIN3	0.61660550899978	96
PADI2	0.6081236903067696	96
PAF1	0.0783417327499831	96
PAFAH1B1	0.5648882920278355	96
PAFAH1B2	0.07717220634012222	96
PAFAH1B3	0.3246798611594847	96
PAFAH2	0.3590343888512554	91
PAG1	0.46889656839728966	96
PAICS	0.38398252836766394	96
PAIP1	0.20074271290654408	96
PAIP2	0.4161090384043817	46
PAK1	0.5210784230636153	96
PAK1IP1	0.25963719974511146	96
PAK2	0.1326329211798938	96
PAK4	0.41779753966343297	93
PALD1	0.580614535538459	80
PALLD	0.43924143366210694	96
PALM	0.5512150457290217	96
PALM2-AKAP2	0.3003245599167778	96
PALMD	0.6270928610952574	24
PAN2	-0.04981295075160718	73
PANK4	0.28027471673745036	96
PANX1	0.2526679546471531	82
PAPD5	0.12692263212674917	47
PAPLN	0.18115497907908718	89
PAPOLA	0.4418829418193539	96
PAPSS1	0.512252607875853	96
PAPSS2	0.8482412946458852	96
PARD3	0.38344225107336655	96
PARD3B	0.0825216159041035	38
PARD6B	0.6276504724709004	80
PARG	0.18416248014247125	62
PARK7	0.20830380124714104	96
PARL	0.029391902759692123	72
PARN	0.2717650450346683	96
PARP1	0.5924157436871955	96
PARP10	0.22226442480517103	96
PARP12	0.4350136010142255	87
PARP14	0.6705372070735689	96
PARP4	0.4999084360998882	96
PARP9	0.7499991521874414	96
PARS2	0.5405772981623451	96
PARVA	0.4339620722030391	96
PARVB	0.4439884996278554	88
PARVG	0.3959569298333574	60
PATJ	0.01859743438893356	65
PATL1	0.2821350208411024	96
PAWR	0.3284554941446385	96
PAXBP1	0.2617448071231669	96
PBDC1	0.1749820263432765	96
PBK	0.594958039575231	71
PBLD	0.6293276550184596	96
PBRM1	0.3498239926527629	96
PBX1	0.5158845347524592	53
PBXIP1	0.5302823230212774	96
PC	0.6538658536288515	96
PCBD1	0.18327579541791203	96
PCBD2	0.357685569742755	82
PCBP1	0.3422286883319512	96
PCBP2	0.29101045866023384	96
PCCA	0.3311154519187727	96
PCCB	-0.26645595805723044	96
PCDH1	0.11487757396034658	90
PCDH7	0.5723268203657094	75
PCF11	0.22289244232442862	78
PCID2	0.4435419874251375	96
PCIF1	0.5269802954445082	83
PCK1	0.5082689491082626	96
PCK2	0.6691309877105032	96
PCLAF	0.509090909090909	21
PCM1	0.7221025859452669	96
PCMT1	0.18304151281317496	96
PCMTD1	0.1758241758241758	27
PCNA	0.5757722711801417	96
PCNP	0.23278180395063836	96
PCOLCE	0.5031114668178701	96
PCP4	0.34287567428960486	50
PCSK9	0.6383647798742138	53
PCTP	0.42212033452093073	96
PCYOX1	0.40068638323067907	96
PCYOX1L	0.15270753698711767	46
PCYT1A	0.2700424946752464	96
PCYT2	0.5179229094579815	96
PDAP1	0.5257617634621162	96
PDCD10	-0.056939188002905504	96
PDCD11	0.42706616476039144	96
PDCD2L	0.3854268040111012	71
PDCD4	0.6749708348649999	96
PDCD5	0.2787505129342892	96
PDCD6	0.2708528330552504	96
PDCD6IP	0.5603554109105802	96
PDCL	0.23146261662999768	90
PDCL3	0.3518698772438753	96
PDE12	0.4175006528538825	96
PDE3A	0.5589351420125401	96
PDE4D	0.23881908242356648	92
PDE4DIP	0.09033263789587193	80
PDE5A	0.47510945464560983	96
PDE6D	-0.14992464110584983	61
PDF	0.20735491242673587	74
PDGFRA	0.0635658914728682	44
PDGFRB	0.4719678780341606	96
PDHA1	0.3729432032447537	96
PDHB	0.015891587227971574	96
PDHX	0.218024892370567	96
PDIA3	0.7110790069967187	96
PDIA4	0.6006165282508247	96
PDIA5	0.576398851010718	96
PDIA6	0.6538704142202364	96
PDK1	0.5694543358220993	96
PDK2	0.3989999058113055	86
PDK3	0.6114204711305404	96
PDLIM1	0.3087360532398903	96
PDLIM2	0.6206646297925849	96
PDLIM3	0.7848628010560919	96
PDLIM4	0.735466585274956	96
PDLIM5	0.3324335231318946	96
PDLIM7	0.5569934920612075	96
PDP1	0.6205163509173977	96
PDPK1	0.42845564028636973	96
PDPR	0.448032855270509	96
PDRG1	0.11348821819893425	33
PDS5A	0.3175639930296651	96
PDS5B	0.631448648339414	96
PDSS2	0.39116056923850345	70
PDXDC1	0.550483418625719	96
PDXK	0.17749095385635694	96
PDXP	0.329003949966233	91
PDZD11	0.11703383163133087	96
PDZD8	0.4537150376633355	69
PDZK1IP1	0.6988523029141005	47
PEA15	0.5654919355932664	96
PEAK1	-0.03707619119534849	43
PEBP1	0.37845060297401906	96
PECAM1	0.505017380248771	96
PECR	0.4971648334895487	96
PEF1	0.25480886624336346	96
PELO	0.3903202101267205	95
PELP1	0.38189211384644006	96
PEMT	0.05286488459274614	38
PEPD	0.37168495737104096	96
PES1	0.48902062260263945	96
PET100	0.1939393939393939	45
PET117	0.439800882565351	51
PEX1	0.4216434885462524	95
PEX11B	0.16998619736289478	96
PEX14	0.4714004214550301	96
PEX16	0.025044931859181472	59
PEX19	0.036429118881245316	96
PEX26	-0.021832983882649298	46
PEX3	0.049411269984997674	96
PEX5	0.3281658720216568	70
PEX6	0.16739653396425194	46
PF4	0.28484554373285287	48
PFAS	0.07768063648238738	96
PFDN1	0.17088770722427446	96
PFDN2	0.08127539220328431	96
PFDN4	0.24847475675946884	96
PFDN5	0.11413572438743454	96
PFDN6	0.25308097698293563	96
PFKFB2	0.7956130120402793	96
PFKFB3	0.29115838438116753	31
PFKL	0.5077896621653701	96
PFKM	0.48216526381868297	96
PFKP	0.6645844354915287	96
PFN1	0.40672149217874304	96
PFN2	0.6262039122635896	96
PGAM1	0.222466392673651	96
PGAM5	0.2883478650147316	96
PGAP3	0.49717304949606567	73
PGD	0.48137183087128155	96
PGGT1B	0.1628265042763143	96
PGK1	0.2950701813303095	96
PGLS	0.3126755022658301	96
PGM1	0.2113227255040532	96
PGM2	0.018760555355846906	96
PGM2L1	0.7077210557949465	96
PGM3	0.4113208443080043	96
PGM5	0.6360143252827565	96
PGP	0.3851968664245689	96
PGPEP1	0.4201108289078735	83
PGRMC1	0.40749871982629593	96
PGRMC2	0.3237710894614361	96
PHACTR2	0.34730599266755696	62
PHACTR4	-0.10090127858987044	71
PHAX	0.2604497996840651	85
PHB	0.017525832629755652	96
PHB2	0.19279837763857474	96
PHC2	0.338005856753313	63
PHC3	0.0041032655754430535	26
PHF1	0.3315859707807186	78
PHF10	0.3578363717358627	63
