gene	log2fc	pval	qval	n_pairs
CYFIP1	-0.2353427083333334	1.047744706439915e-12	4.2601934760638724e-12	96
CYFIP2	-0.22202183908045972	0.00015982066716957273	0.00026507709667259914	87
CYGB	-0.5698197916666662	3.8955105747682154e-14	2.034048177890358e-13	96
CYHR1	0.07537200000000004	0.5424043536186218	0.5789961509033148	25
CYLD	-0.3678105263157894	0.0038437370385508984	0.005518431797910973	38
CYP20A1	-0.10986041666666667	0.0051228694920956355	0.0072647075507228116	96
CYP27A1	-0.07939166666666668	0.26503696267603516	0.29985379133111634	96
CYP2S1	0.6418552083333332	4.528058130801513e-16	4.575111746919782e-15	96
CYP4F11	-0.4315	0.0039006471633911133	0.005595347833908698	24
CYP4F12	-0.8986870370370369	2.4825016788085813e-09	6.683428476375109e-09	54
CYP4F3	0.4883590909090909	0.015583038330078125	0.020863421304429083	22
CYP51A1	0.16125625000000002	0.0032447160032306544	0.004692562980313529	96
CYP7B1	0.019537500000000027	0.8377071230351185	0.8572570299637905	72
CYR61	0.5554033333333334	2.306600958091459e-05	4.121167996760479e-05	60
CYTH1	0.16274000000000005	0.2305126190185547	0.2634149482192954	20
D2HGDH	-0.33313678160919535	4.230612485078307e-08	9.906868817588258e-08	87
DAAM1	-0.36752162162162166	0.005074477914604358	0.007197605143568845	37
DAB2	-0.31236354166666663	2.240441803471278e-10	6.74343833983347e-10	96
DAB2IP	-0.2117137931034483	2.225191737391122e-06	4.392118672008543e-06	87
DACH1	0.5627307692307693	0.00468936562538147	0.006669695565122807	26
DAD1	0.22014062500000017	1.2236105331033823e-09	3.400664070667188e-09	96
DAG1	-1.1459354166666667	3.0364340211671703e-17	9.56751750798849e-16	96
DAGLB	-0.09588235294117645	0.10289385706130007	0.12415735378134211	51
DAP	0.17343333333333344	0.0012681032894476466	0.0019170132872700005	96
DAP3	0.23780729166666667	1.701357897883613e-07	3.7522715768905846e-07	96
DAPK2	-0.07236562500000007	0.11567665491167163	0.13851056180660448	96
DAPK3	-0.10912187499999998	0.05644937133285807	0.07070926666768948	96
DARS	0.3252552083333333	1.2630239498030356e-16	1.8914347498278047e-15	96
DARS2	0.2012739583333333	0.00017347475821962807	0.0002867312522531374	96
DAXX	0.42070175438596485	9.146490891402893e-08	2.0689078688611601e-07	57
DAZAP1	0.2617052083333333	7.681503778650963e-15	4.776445711411061e-14	96
DAZAP2	-0.29198297872340423	1.7859117221519227e-05	3.228693544574845e-05	47
DBI	-0.4394020833333332	0.0006126967251215428	0.0009559493788001001	96
DBN1	-0.3359166666666667	5.869962928252846e-07	1.2302899495672708e-06	96
DBNL	-0.06602187499999998	0.022807993054641113	0.03002724203367096	96
DBR1	0.23186562499999994	2.0049760389477567e-11	6.842006228535351e-11	96
DBT	-0.3613781249999999	3.933892288343308e-12	1.471973416759356e-11	96
DCAF1	0.18148160919540224	0.00013245545126955072	0.0002210556275043323	87
DCAF11	-0.12203124999999998	0.09763215372719386	0.11821225759894308	48
DCAF13	0.49605520833333316	2.1221169485869328e-14	1.1718508866154603e-13	96
DCAF7	0.13088229166666676	1.6993406334800844e-05	3.076329279551507e-05	96
DCAF8	-0.1896791666666666	2.0837194502782864e-06	4.132330414400539e-06	96
DCAKD	-0.2026865168539326	3.40540961199718e-05	5.980862064630649e-05	89
DCK	0.1443329545454546	0.0014159674136538583	0.0021309388466136687	88
DCLK1	-1.2423177083333334	3.0373502324365277e-17	9.56751750798849e-16	96
DCN	-2.449236458333334	1.7811848543493422e-17	9.541570874547247e-16	96
DCP1A	0.04790208333333331	0.09135472724450794	0.11115355076323741	96
DCP1B	-0.20918591549295776	2.178463571337408e-05	3.899496291382783e-05	71
DCPS	-0.055757291666666646	0.08259962243462923	0.10095843813334442	96
DCTD	0.4522770833333334	4.305599580350748e-12	1.6048581984207168e-11	96
DCTN1	-0.442528125	3.232977711649924e-17	9.764418690273611e-16	96
DCTN2	-0.5249010416666667	1.9577585447302082e-17	9.541570874547247e-16	96
DCTN3	-0.4201854166666667	1.04700930670279e-15	8.769519898463193e-15	96
DCTN4	-0.3614749999999998	9.876375128059748e-17	1.6045602882427223e-15	96
DCTN5	-0.48051458333333336	1.5398537048700986e-15	1.1984777849157182e-14	96
DCTN6	-0.45555729166666675	1.5017635685599341e-15	1.1742810934112584e-14	96
DCTPP1	0.2107854166666667	0.002348411017831619	0.003453636457394198	96
DCUN1D1	-0.03969999999999999	0.08163441301982977	0.0998514634366523	96
DCUN1D3	-0.20892372881355936	0.0009986118635131119	0.001528213273793218	59
DCUN1D5	0.4750843137254903	4.814748675368938e-07	1.0164301089694841e-06	51
DCXR	-0.014283333333333337	0.5501867449694049	0.5866501703750377	96
DDA1	0.26444999999999996	1.546506791783031e-05	2.8148437509691686e-05	40
DDAH1	-0.55461875	7.918085829604444e-10	2.246191874453117e-09	96
DDAH2	-0.61449375	4.1206841272380427e-14	2.1317155040866423e-13	96
DDB1	0.08430625000000003	0.0019188714382035012	0.0028443898539344432	96
DDB2	0.06865625000000003	0.297653085690347	0.3339393406572109	96
DDC	-0.7525689655172414	1.830594651014378e-11	6.28529146041733e-11	87
DDHD2	-0.39565799999999995	9.772863407420118e-09	2.4584229696431036e-08	50
DDI2	-0.21699479166666666	7.583431374113179e-09	1.9278984876440057e-08	96
DDOST	0.23317291666666665	8.93977838709251e-12	3.185560716476748e-11	96
DDR1	0.03856338028169013	0.5921377359938826	0.6269968546058963	71
DDRGK1	-0.00800520833333331	0.875138166651228	0.8908059414448625	96
