gene	log2fc	pval	qval	n_pairs
MAN2B1	-0.29334270833333315	1.8863904548306477e-06	3.7543143166593936e-06	96
MAN2C1	-0.5469958333333335	4.416847169224503e-17	1.0659218582132082e-15	96
MANBAL	-0.15599661016949154	0.09306814706154745	0.11309440294075744	59
MANF	0.19099791666666668	6.294475577156573e-05	0.00010793052333050228	96
MAOA	-1.1561552083333337	6.025559054656059e-17	1.2594351823502686e-15	96
MAOB	-1.3799302083333336	1.781293897222056e-17	9.541570874547247e-16	96
MAP1A	-0.9174250000000002	2.068359055563178e-15	1.521640548457253e-14	96
MAP1B	-1.3080937499999998	7.717795458902494e-17	1.4382969370493566e-15	96
MAP1LC3A	-1.2605499999999998	5.581734167814e-10	1.6106604099726506e-09	52
MAP1LC3B2	-0.35804374999999994	2.1707235499362497e-05	3.888754151274312e-05	64
MAP1S	-0.009740624999999998	0.9127031356744032	0.9239968006383991	96
MAP2K1	-0.125646875	0.0014580558769224368	0.002191329945849603	96
MAP2K2	-0.20142187500000006	2.8111532763906703e-13	1.2556609408325573e-12	96
MAP2K3	0.1333927083333333	0.0013939012596521606	0.0020986722511235067	96
MAP2K4	-0.44230208333333326	1.0502616328383419e-16	1.677961351147697e-15	96
MAP2K6	-0.7415552083333332	5.588866046806087e-16	5.3876127860224965e-15	96
MAP2K7	-0.5241363636363634	3.7988900308545976e-12	1.4286296646302407e-11	88
MAP3K7	-0.18843409090909088	2.4766181409631156e-07	5.373748741177731e-07	88
MAP4	-0.40466354166666646	7.121996607533989e-13	2.975315564174588e-12	96
MAP4K3	-0.2477421052631579	0.0008348528639353625	0.001286409706968844	57
MAP4K4	-0.30822954545454545	0.002627148448969234	0.0038396906797314883	88
MAP6	-1.9025436619718306	3.0070444336810066e-13	1.334975860993227e-12	71
MAP7	0.21433124999999997	0.0001302087583172063	0.00021763093162684033	96
MAP7D1	-0.33909062500000003	3.148965755296525e-09	8.363583235266979e-09	96
MAPK1	-0.3468489583333334	1.1877631999317596e-16	1.827684245032609e-15	96
MAPK13	0.25857291666666665	8.733564245847357e-07	1.791849618513453e-06	96
MAPK14	0.07746875000000002	0.026049348569546403	0.03405399055983765	96
MAPK3	-0.42740520833333345	1.1110567502970619e-15	9.226852255529744e-15	96
MAPK8	-0.04286511627906975	0.4051423721491574	0.44297590853140434	43
MAPK9	-0.4005541666666667	6.892608206670221e-16	6.319026324357376e-15	96
MAPKAPK2	0.009229166666666679	0.4738397622309384	0.5113384212332903	96
MAPKAPK3	0.17737974683544308	8.502648168257039e-06	1.5858845304652897e-05	79
MAPKAPK5	-0.08486874999999999	0.22777586038912445	0.26073165796803205	32
MAPRE1	-0.1615885416666667	0.001860460313759891	0.0027614664258882983	96
MAPRE2	-0.20836666666666667	4.359384546810837e-06	8.34677823189324e-06	96
MAPRE3	-0.8734424657534243	6.312707007476094e-13	2.6591976575350532e-12	73
MAPT	-1.717194252873563	5.459774333490906e-16	5.301354140792202e-15	87
MARC1	-0.44588850574712646	2.4697678353429485e-09	6.651815498721735e-09	87
MARC2	-0.7833999999999999	3.7792285297572115e-17	9.90542416694273e-16	96
MARCH5	-0.1484204545454545	0.0011058590219315113	0.0016842697339701498	88
MARCKS	-0.7580531250000003	6.690373874712319e-16	6.1744426685183154e-15	96
MARCKSL1	0.49094479166666655	5.469003179252597e-10	1.5788099109124644e-09	96
MARK2	-0.17485416666666673	5.007971284583434e-09	1.2962376291770932e-08	96
MARK3	-0.18242222222222226	0.0007638119859620929	0.0011804686970328683	36
MARS	0.40066145833333344	1.4945957287299303e-16	2.1171735511991784e-15	96
MARS2	0.07146857142857141	0.20937235279174504	0.24107905297474416	70
MAT2A	0.017858333333333334	0.2917591234147028	0.32798457757862615	96
MAT2B	-0.13193020833333338	0.0009673904766259506	0.0014821243908845632	96
MATN2	-1.5325916666666666	1.8969845600084223e-17	9.541570874547247e-16	96
MATR3	0.41645	2.7079309899607593e-16	3.1219193497856134e-15	96
MAVS	-0.22228124999999996	1.6208966047187693e-06	3.247117145732524e-06	96
MAX	0.11801250000000006	0.000503463659952143	0.0007928961724457575	96
MAZ	-0.0707095238095238	0.6125735381250518	0.6464929789650736	42
MB	-0.84103	1.8629980589316485e-08	4.5236532672357693e-08	60
MBD1	0.060059090909090895	0.10027093917996735	0.12125409714462886	88
MBD2	-0.056649438202247195	0.2290352729449644	0.2620391620374772	89
MBD3	0.6068557142857142	1.061774098215413e-10	3.307076334692296e-10	70
MBNL1	-0.043881250000000004	0.16886833529666756	0.19699837619637328	96
MBNL2	0.7762518518518519	1.7546885598506403e-14	9.934350673449744e-14	81
MBOAT1	-0.43811818181818185	0.0008091926574707031	0.0012477300710114795	22
MBOAT2	0.021245000000000024	0.9734926504152099	0.976549370758918	40
MBOAT7	-0.068603125	0.013918759693001497	0.018743668964341036	96
MBP	-0.2903260416666666	0.0033417811333619316	0.004826697443213176	96
MCAM	-1.6354312499999992	3.442059759542229e-17	9.764418690273611e-16	96
MCAT	0.11279375000000003	0.002698119744492548	0.003940288499303549	96
MCCC1	-0.1616083333333332	6.904744312624452e-05	0.00011790259504555218	96
MCCC2	0.18352708333333326	0.002420669510492106	0.003551428049530825	96
MCEE	-0.4172322916666668	1.6966941688263375e-13	7.850790703436685e-13	96
MCFD2	0.6573812500000001	1.186715381091992e-13	5.622913560453155e-13	96
MCL1	-0.13380454545454545	0.042498111724853516	0.05413325072375968	22
MCM2	0.5381249999999997	2.8814525962187974e-12	1.1059305187661278e-11	96
MCM3	0.7085385416666673	2.489325989885923e-16	2.9611503663377053e-15	96
MCM3AP	0.19721428571428565	0.006283215144789698	0.008793093534917414	56
MCM4	0.6877125000000001	1.2147588522623013e-15	9.903109851059257e-15	96
MCM5	0.666917708333333	1.0786235090603964e-15	8.989912100574704e-15	96
MCM6	0.7322729166666667	2.8341647261075866e-16	3.2227815504162373e-15	96
MCM7	0.5739406249999998	1.494473524313936e-15	1.1703229216451329e-14	96
MCMBP	0.1827760416666667	1.2996750910708543e-08	3.213977215626378e-08	96
MCRIP1	0.06483181818181818	0.23733150551948845	0.2707459735640619	88
MCRIP2	0.1329585714285714	0.08167931388201817	0.09988817295560697	70
MCRS1	0.16719499999999998	0.16495704650878906	0.19283792037418815	20
MCTS1	0.10061562500000004	0.0003099907142610305	0.0004990947208968691	96
MCU	0.08635937500000003	0.05836656993830941	0.07300199990100635	96
MCUB	0.0704315789473684	0.2677078712837242	0.3026714035123872	57
MCUR1	0.11655949367088607	0.13479879190677843	0.15955629761866205	79
MDC1	0.1975177083333333	7.483646871383377e-08	1.7118236229154818e-07	96
MDH1	-1.0302083333333332	2.1513184310660033e-17	9.541570874547247e-16	96
MDH2	0.3287531250000001	2.868095078861419e-09	7.663102303497116e-09	96
MDK	0.5133802083333332	9.089747663216466e-10	2.564470860913342e-09	96
MDN1	-0.07058169014084507	0.3444430087040198	0.38152024853809946	71
ME1	-0.17284374999999993	0.005797770784828485	0.008156268441059825	96
ME2	-0.3043739583333333	2.3291982024604864e-11	7.880577861035899e-11	96
ME3	-0.229125	1.1589364930468613e-05	2.1372470950663532e-05	96
MEAF6	0.04890357142857142	0.5075842142105103	0.5456469304820243	28
MECP2	-0.82458125	2.4390889433230246e-17	9.541570874547247e-16	96
MECR	0.094878125	0.11441354333719594	0.13707151111593707	96
MED1	-0.028945679012345682	0.5520169674870105	0.5883211810755128	81
MED10	-0.054878	0.878334307774896	0.8936525433518011	50
MED14	0.2576224137931034	2.7591966633074854e-05	4.882999317892356e-05	58
MED15	0.07558750000000007	0.09454874164886312	0.11474810197580004	64
MED16	0.2590192982456141	2.817420506338104e-06	5.491596216450419e-06	57
MED17	0.17875517241379307	0.01678590476512909	0.02239344503266078	29
MED18	0.009141379310344835	0.690091481247249	0.7192517861873222	58
MED20	0.10472777777777781	0.21661982431198468	0.24893840378710264	54
MED21	0.12180000000000006	0.035895520372037026	0.04609935799693653	45
MED22	-0.09312739726027397	0.2775810431877771	0.31304273302181823	73
MED23	0.2381958333333333	3.5739867374657325e-08	8.419418412306097e-08	96
MED24	0.2222438596491228	3.3522566145734274e-06	6.481351477571505e-06	57
MED28	0.022333333333333347	0.8381938934326172	0.8573628344319909	21
MED4	-0.3062432835820895	1.677879291986295e-05	3.041581240188072e-05	67
MED8	0.1380661971830986	0.003168849177162763	0.004589768810359451	71
MEMO1	-0.03076979166666668	0.611085087495155	0.6453281681103409	96
MEN1	0.009727083333333343	0.36731778078889477	0.4055183464394759	48
MEP1A	-0.5685510416666668	1.0132038428882771e-07	2.2811801735333994e-07	96
MEPCE	0.32995	1.0408273426131167e-11	3.682769226836054e-11	96
MESDC2	-0.04249166666666667	0.8636320250054732	0.8812330427014022	96
MEST	0.12843281250000002	0.21725952457755016	0.24958934237899846	64
MET	0.41656551724137936	1.0370243665092415e-07	2.332348801512069e-07	87
METAP1	0.032278125	0.18466922813785547	0.214239296485712	96
METAP2	-0.02598645833333334	0.5428935286853185	0.5793339723158584	96
METTL1	0.5685166666666664	1.1792806928936311e-15	9.690782719986241e-15	96
METTL13	0.1338125	9.948509988246265e-05	0.00016778419686059375	96
METTL14	0.008385714285714286	0.8902414071082241	0.903711544906805	49
METTL15	0.06857462686567166	0.08357296141055019	0.10205515072868243	67
METTL16	-0.16140000000000004	0.07433860130646508	0.09144438506877048	45
METTL17	0.03681935483870969	0.7793471785262227	0.8031705408191134	31
METTL26	-0.25652187500000007	5.119125949808394e-09	1.323986738522148e-08	96
METTL3	-0.07410624999999998	0.13123992297892903	0.15572844769466482	96
METTL7A	-1.1860666666666668	1.781293897222056e-17	9.541570874547247e-16	96
METTL7B	-0.13555520833333334	0.018151363637708178	0.024133471788621515	96
MFAP1	0.2889854166666668	9.649163402519586e-12	3.428961661314701e-11	96
MFAP2	0.27855937499999994	0.005240060655484591	0.00742305045136109	96
MFAP4	-0.6653000000000001	4.359304421154593e-06	8.34677823189324e-06	96
MFAP5	-1.5047333333333333	2.2201230175697066e-17	9.541570874547247e-16	96
MFF	0.15499270833333334	8.008713615972067e-07	1.6507402040429557e-06	96
MFGE8	-0.014065625000000017	0.9359231256988421	0.9446530715158071	96
MFN1	-0.09321770833333333	0.006062309858645144	0.008512355973555936	96
MFN2	-0.2596833333333334	3.0353136207335817e-12	1.1603372696012307e-11	96
MFSD10	0.07410416666666665	0.03238704471846375	0.04181768341342827	96
MFSD6	-0.41685915492957726	7.560564814703356e-11	2.4028341706226816e-10	71
MGAT1	0.09496666666666664	0.005269649048253814	0.007463389374020442	96
MGAT2	0.03511363636363636	0.6788630485534668	0.7094224599291602	22
MGAT5	0.8039406250000001	8.208891654003958e-17	1.480556103538025e-15	96
MGEA5	-0.09081041666666667	0.017020298979190097	0.02269711505692434	96
MGLL	-0.5048989583333333	8.940132877723061e-12	3.185560716476748e-11	96
MGME1	0.3056174603174603	0.0014053801874548818	0.0021154802956326684	63
MGMT	-0.22557708333333337	5.184444419484338e-05	8.950704480267736e-05	96
MGP	-1.2887080459770117	8.772744115351073e-13	3.6108184214656657e-12	87
MGST1	-0.21170624999999998	0.01434961245383705	0.019285166256569064	96
MGST2	-0.0922822916666667	0.02886834571533518	0.037527345098159776	96
MGST3	0.06861041666666663	0.32650196824046407	0.363870715103866	96
MIA2	0.027526041666666664	0.28265765557975175	0.31828637315954256	96
MIA3	0.18676041666666676	1.4721461145566303e-05	2.6860561007779257e-05	96
MIB1	-0.2079375	0.08708288822633924	0.10618667704662123	32
MICAL1	0.04451354166666665	0.13358925417625828	0.15832013889215982	96
MICAL2	-0.014567948717948705	0.978145373798	0.9804836863604934	78
MICAL3	-0.3227770114942528	4.816011070365884e-09	1.250410923803588e-08	87
MICALL1	-0.8239322916666665	6.493271514505173e-16	6.02724797378804e-15	96
MICALL2	0.08210000000000003	0.01262871770865859	0.017106009914676052	96
MICU1	0.025621875000000002	0.5501867449694049	0.5866501703750377	96
MICU2	0.005665625000000003	0.7120636178576889	0.7399682175042185	96
MID1	-0.5588447916666667	2.4804150874994523e-14	1.350739027762486e-13	96
MIEF1	0.031558227848101264	0.4725111654018759	0.5102329645390609	79
MIEN1	-0.38825340909090916	2.949961698603378e-11	9.851315597775043e-11	88
MIER1	-0.3803241379310346	2.8656126293638407e-11	9.59830011502846e-11	87
MIF	0.11175520833333334	0.017534595833202507	0.023350457214163484	96
MIF4GD	-0.3897208333333333	1.1676788594116565e-08	2.9111696275707185e-08	96
MINDY1	-0.6263977272727272	1.743577513479977e-07	3.8390750042458695e-07	44
MINDY3	-0.4362285714285714	2.2873282432556152e-06	4.506809158297188e-06	28
MINK1	-0.25891979166666684	6.951892081647974e-09	1.7740678575799263e-08	96
MINOS1	0.12288333333333333	0.10076464317042039	0.12182915679047583	78
MINPP1	0.12456499999999997	0.004799059687664093	0.006821375306046272	80
MIOS	-0.20834375000000005	5.683353931596103e-08	1.3134891251556745e-07	96
MIPEP	0.577740625	6.690373874712319e-16	6.1744426685183154e-15	96
MISP	0.03394270833333334	0.5320451275474674	0.5692059895895325	96
MISP3	-0.12026874999999998	0.019253298320242203	0.025542886776844954	96
MKI67	0.9065333333333335	5.663591188903135e-17	1.2062550249635281e-15	96
MKL2	0.03132571428571429	0.8217388746050662	0.8425869035190875	70
MKRN2	0.008582291666666667	0.9127033533806335	0.9239968006383991	96
MLEC	0.4877427083333333	5.121986005743504e-15	3.3233466259703254e-14	96
MLF2	-0.006719540229885057	0.5422168639953013	0.5788881191191083	87
MLKL	0.6350916666666667	8.731290351337192e-17	1.5060435120994909e-15	96
MLPH	-0.8379845070422536	5.0620048422310796e-08	1.1783827372147229e-07	71
MLST8	-0.10925750000000004	0.00702802504908679	0.00977425788854131	80
MLYCD	-0.21877708333333326	7.42050655613536e-09	1.890777762442542e-08	96
MMAA	0.07052812500000001	0.14431766760575837	0.16992404913426343	96
MMAB	0.12156666666666667	0.013158369272761799	0.01776604939644977	96
MME	0.0507506329113924	0.8565076291977529	0.8743623987047663	79
MMGT1	0.26523783783783783	1.0079614421864647e-07	2.2707902335893187e-07	74
MMP1	0.9277614035087723	3.915196714738732e-07	8.341395604694238e-07	57
MMP11	0.48635937500000004	0.0099095250479877	0.013570729444161968	32
MMP12	0.2257068181818182	0.06115335349978856	0.07624565111133273	88
MMP14	0.46191354166666665	1.2033311974786687e-10	3.727215606594824e-10	96
MMP2	0.2744052083333333	0.0005612734459913142	0.0008789877565722985	96
MMP8	0.68503	0.005831649234096403	0.008202208534916723	40
MMP9	0.5104520833333331	2.7036850812428745e-06	5.285263173093952e-06	96
MMRN1	-0.6184373333333332	3.9490534591382163e-11	1.3012868201060065e-10	75
MMRN2	-0.5724593750000003	4.476292480759695e-12	1.66103131932615e-11	96
MMS19	0.08402395833333332	0.0027801460017640735	0.004053901222741832	96
MNAT1	0.23650888888888894	0.000163476488694414	0.0002708727494815568	45
MNDA	0.729715625	5.967439439460702e-09	1.534517102312834e-08	96
MOB1A	-0.04942916666666666	0.1317066920739091	0.15619943382072762	96
MOB2	-0.5694010416666668	2.942722497686905e-15	2.0803714685965698e-14	96
MOB3A	-0.4273076923076924	1.267419001721941e-07	2.8258936798113994e-07	65
MOB4	-0.04281666666666667	0.3485880618129885	0.3859694223324874	96
MOCS2	-0.5134772727272728	9.329598803696387e-13	3.8119536159560945e-12	88
MOCS3	0.14603125000000006	0.0040282294723837	0.005770956978480086	96
MOGAT2	-0.9698904761904762	0.0002139325487926306	0.0003497255043493564	21
MOGS	0.13564166666666663	3.0602533397888475e-07	6.578417063967759e-07	96
MON1B	-0.1744203125	0.0005590061424897077	0.000875641421892003	64
MON2	-0.171165625	1.7988601771602858e-09	4.9219220752725764e-09	96
MORC2	0.3601656716417911	7.028769658216524e-10	2.0053163886996416e-09	67
MORC3	0.015526436781609195	0.5763832564329154	0.6118600106658908	87
MORF4L1	0.22151917808219176	1.5526230015827233e-05	2.8244435243000247e-05	73
MORF4L2	0.32760625000000004	4.533976983293303e-08	1.0591382862435506e-07	96
MOSPD2	0.39568627450980376	1.2011012156020269e-06	2.4293602820241177e-06	51
MOV10	0.1680614583333333	4.6102109304617874e-05	7.988095333798588e-05	96
MOXD1	-0.3339037735849056	0.010119232385194875	0.013838143104825198	53
MPC1	-0.7771641025641025	6.955451681278646e-08	1.5931760098906942e-07	39
MPC2	-0.4170427083333333	6.230348767260698e-13	2.6306639249197633e-12	96
MPDU1	-0.32367083333333335	6.153517511390842e-06	1.1632558180873812e-05	96
MPG	0.08925833333333329	0.006922790915441572	0.00963589299827749	96
MPHOSPH10	0.7837447916666664	2.0202061895772765e-17	9.541570874547247e-16	96
MPHOSPH6	0.17131206896551732	0.0016049436130004741	0.0024013306645004865	58
MPHOSPH8	0.13527916666666667	0.0001722114735878515	0.0002847204816274808	96
MPI	-0.6684479166666666	3.1338471737606277e-17	9.689515323513995e-16	96
MPO	1.0061541666666667	1.3249184647756863e-10	4.0924852579097973e-10	96
MPP1	-0.5535312499999998	4.741586668892336e-14	2.424642146463314e-13	96
MPP5	-0.16931249999999998	0.009381349105751724	0.012876323885124451	40
MPP6	-0.07054576271186441	0.22428061885328499	0.256949909816716	59
MPP7	-0.4964583333333332	1.3068361141052563e-13	6.165656462399553e-13	96
MPRIP	0.13782291666666668	0.0012761924107867223	0.0019283727216144412	96
MPST	-0.20458750000000014	0.0025559645499851668	0.00373919890227878	96
MPV17	-0.11572187499999999	0.01571347242491109	0.021033856045237134	96
MPZ	-2.054782954545455	1.0391999578463224e-15	8.736832728309495e-15	88
MPZL1	-0.21043098591549295	0.0002804537225379356	0.00045327969754444946	71
MRC1	-0.8452239583333331	6.997323695161637e-16	6.395782652702919e-15	96
MRC2	-0.08004062499999998	0.27777538576379457	0.3131566229355231	96
MRE11	0.315703125	3.0465082777629553e-10	9.019869389016624e-10	96
MRFAP1	0.017169696969696963	0.7509265027474612	0.776385561247144	33
MRGBP	0.02511500000000001	0.7561664581298828	0.7808405060171438	20
MRGPRF	-1.38818125	7.717795458902494e-17	1.4382969370493566e-15	96
MRI1	-0.27406145833333323	1.2392864789145838e-05	2.277286493299902e-05	96
MRM1	0.3306505617977529	5.345958404574693e-08	1.23846805719239e-07	89
MRM3	0.1573125	0.0006168636293779705	0.0009617797093880558	96
MROH1	-0.06054687499999999	0.043076743964326085	0.054755944535176904	96
MRPL1	0.24683854166666674	7.360756446793918e-07	1.5265321484247418e-06	96
MRPL10	0.38394583333333326	1.434643071865709e-09	3.9511577870061746e-09	96
MRPL11	0.2892187500000001	4.898878730583539e-09	1.2701096412990749e-08	96
MRPL12	0.31246354166666673	2.2563530984519065e-08	5.4277063239561995e-08	96
MRPL13	0.14927812500000004	3.7847979196376346e-05	6.614276958283118e-05	96
MRPL14	0.15406666666666666	0.0046504360240746225	0.006618535274823217	96
MRPL15	0.3166458333333333	3.1504582938049177e-07	6.761645105042707e-07	96
MRPL16	0.26704687499999996	8.365803914412018e-08	1.9013403747657195e-07	96
MRPL17	0.2555624999999999	1.488843571537876e-06	2.9915098896219257e-06	96
MRPL18	0.11899479166666667	0.0061987443357393755	0.00868393730392054	96
MRPL19	0.19631458333333332	3.523619136600732e-05	6.175631224530231e-05	96
MRPL2	0.23519791666666667	1.6038419626391138e-05	2.914457130917068e-05	96
MRPL20	0.3293343750000001	2.08627654650842e-10	6.293538377034618e-10	96
MRPL21	0.19099687500000004	0.0003143797853325294	0.0005053182540394673	96
MRPL22	0.15525312500000002	0.0001948696569998468	0.00031973111489654493	96
MRPL23	-0.018233333333333338	0.9446458333523727	0.9523108784314153	96
MRPL24	0.12901875	0.005637635669784776	0.007949326966915944	96
MRPL27	0.22907500000000003	3.4066246783065464e-06	6.581273116139488e-06	96
MRPL28	0.2821145833333334	2.6832948620055832e-05	4.756202174159962e-05	96
MRPL3	0.3660874999999999	5.0264985498972616e-12	1.855959205903177e-11	96
MRPL30	0.3175927083333334	2.073940440491734e-08	5.0069961563898045e-08	96
MRPL32	-0.05514687500000003	0.6689753368571553	0.7009457340269647	96
MRPL33	0.20332405063291134	0.0018515629924909945	0.002752522959588319	79
MRPL34	0.272457142857143	2.473407002271243e-05	4.406289850833183e-05	56
MRPL35	0.1428644444444445	0.01888316564867428	0.02507663466685585	45
MRPL37	0.15942500000000004	0.00042708496554870766	0.0006778597193911237	96
MRPL38	0.2841906249999999	1.2974853600614238e-06	2.6179937686171707e-06	96
MRPL39	0.33277187499999994	1.3857148086085959e-08	3.420441740601571e-08	96
MRPL4	0.1159677083333333	0.007193569570483968	0.009977601457179438	96
MRPL40	0.15773645833333336	6.103264679297982e-05	0.0001047500709475829	96
MRPL41	0.2579145833333334	4.3284187981592883e-07	9.186764225514288e-07	96
MRPL42	0.21531931818181815	2.61603061630489e-05	4.6467962416705074e-05	88
MRPL43	0.17971458333333334	0.00016243264832874194	0.0002692761644767803	96
MRPL44	0.2940520833333333	1.1089830145024984e-07	2.488350182039218e-07	96
MRPL45	0.3888583333333333	1.501204540443097e-09	4.1260062522870696e-09	96
MRPL46	0.27448333333333325	6.231274541584186e-08	1.433663268158035e-07	96
MRPL47	0.3046895833333333	1.4156055368692205e-08	3.491653509873383e-08	96
MRPL48	0.08415056179775283	0.0267294181648235	0.034909025981662616	89
MRPL49	0.3145958333333334	3.574080136868052e-08	8.419418412306097e-08	96
MRPL50	0.11898645833333338	0.00993393266267665	0.013598687872828223	96
MRPL51	0.3035802083333334	4.947547249227618e-07	1.0435026979455943e-06	96
MRPL52	0.10671354166666669	0.8665058384859148	0.8837623002261829	96
MRPL53	0.2875739583333333	7.78663251723098e-07	1.6089877537989921e-06	96
MRPL54	0.10514687500000001	0.12171816888094691	0.1453037713562763	96
MRPL55	-0.03435833333333334	0.8207600979598764	0.8418407711068325	96
MRPL57	0.45283333333333325	0.000283263623714447	0.0004576006866121418	30
MRPL58	0.2567385416666667	2.1546918983902764e-07	4.704141863423483e-07	96
MRPL9	0.20942500000000008	0.00020947189228444192	0.00034285116500032224	96
MRPS10	0.2613229166666668	4.3283231522954474e-07	9.186764225514288e-07	96
MRPS11	0.11038965517241381	0.061384139908113346	0.0764765449663013	87
MRPS12	0.193616091954023	0.0017870749669595793	0.002661373130595298	87
MRPS14	0.029889655172413782	0.7381088437921894	0.7647833564481543	87
MRPS15	0.2614864583333333	8.730216870128039e-09	2.2077280430338867e-08	96
MRPS16	0.13151145833333336	4.683071731330113e-05	8.108177175726418e-05	96
MRPS17	0.3399989583333333	6.801985296691459e-09	1.737184425664718e-08	96
MRPS18A	0.20083750000000003	0.00010252565573016629	0.0001726951102921631	96
MRPS18B	0.11594895833333331	0.005733182453396775	0.008075680133088459	96
MRPS18C	0.499646551724138	2.8652620393487933e-06	5.578364196747258e-06	58
MRPS2	0.4158375	8.358358671138622e-13	3.4509950534932586e-12	96
MRPS21	0.23082758620689664	0.00013825167532923656	0.00023015644907787794	87
MRPS22	0.25832604166666673	3.8034658641433645e-08	8.950351624881738e-08	96
MRPS23	0.2512812499999999	1.2855562205108903e-06	2.5956434106819457e-06	96
MRPS24	0.20080249999999994	0.006096451763369259	0.008558504892329852	40
MRPS25	0.26900104166666666	2.522222311783971e-10	7.557654975327673e-10	96
MRPS26	0.3939666666666668	2.4872848905631773e-13	1.118495575461871e-12	96
MRPS27	0.20950833333333332	1.2256824595415136e-07	2.7373846940958767e-07	96
MRPS28	0.2880927083333332	5.042575324359627e-07	1.062232852270219e-06	96
MRPS30	0.317265625	4.792944836566787e-09	1.2449038679259222e-08	96
MRPS31	0.26925416666666674	3.8208485546704055e-07	8.150738617896264e-07	96
MRPS33	0.2510031249999998	2.9082843227279387e-05	5.136004085596668e-05	96
MRPS34	0.3421625000000001	4.792944836566787e-09	1.2449038679259222e-08	96
MRPS35	0.37748541666666674	1.4582825414594365e-12	5.816657295274292e-12	96
MRPS36	-0.28285833333333327	1.92182545312705e-12	7.557753203416986e-12	96
MRPS5	0.32622812500000004	9.97991435575485e-10	2.7967938768905298e-09	96
MRPS6	0.17798645833333337	4.8699248295200226e-05	8.427218385671868e-05	96
MRPS7	0.3073250000000001	3.973987448966694e-09	1.0418711135255001e-08	96
MRPS9	0.18445520833333331	0.0003718421744430027	0.0005934151675851616	96
MRRF	0.2305635416666668	0.0003718421744430027	0.0005934151675851616	96
MRTO4	0.7631270833333333	4.7001234215024505e-17	1.106491511106878e-15	96
MRVI1	-1.0788281250000002	3.1514680089528913e-16	3.471789634165016e-15	96
MSH2	0.36616145833333325	3.1095323433827426e-14	1.6585783290753068e-13	96
MSH3	0.05648749999999995	0.03209262172176424	0.04145906405800987	96
MSH6	0.5301770833333331	1.9214069737789795e-14	1.0724392168954387e-13	96
MSI2	0.5676635416666668	5.608016090582079e-14	2.820403294731272e-13	96
MSMO1	0.6910865384615387	3.986002843069408e-08	9.36020058598273e-08	52
MSN	-0.557009375	1.401598093332051e-12	5.607467511593939e-12	96
MSR1	0.20062739726027398	0.036454614677580495	0.04675473329609779	73
MSRA	-0.31399230769230774	1.944424387244772e-06	3.862938470247312e-06	78
MSRB2	-0.2923468749999999	2.6354318971092792e-08	6.307924579987925e-08	96
MSRB3	-1.7074402298850573	2.3176902187806778e-15	1.6810144516540074e-14	87
MST1	-0.36139285714285707	0.0008415255861109472	0.0012957987507960396	42
MST1R	-0.09833333333333334	0.1422636800489272	0.16768219069716314	39
MSTO1	0.2012404761904762	0.004894973111277068	0.006953287021714556	42
MT1F	-1.7668885714285714	3.1514341833716756e-11	1.0461638761128438e-10	70
MT1G	-1.2875052083333332	3.826406874040363e-11	1.2627330899132707e-10	96
MTA1	0.10060253164556962	0.005005763467867644	0.007104992558593109	79
MTA2	0.3512197916666666	9.864945994908218e-16	8.335961833523904e-15	96
MTA3	0.02973749999999999	0.49838183943939596	0.5364421243059373	56
MTAP	-0.5381739583333333	9.30070610806465e-10	2.6173841140522542e-09	96
MTCH1	-0.14567291666666665	0.00012177557495292887	0.00020378955658747813	96
MTCH2	0.22039062499999992	4.514642485234023e-06	8.631728821155617e-06	96
MTDH	0.24616249999999992	1.5371328465571109e-12	6.102144537012815e-12	96
MTERF3	0.16005277777777782	0.0667966004111804	0.08266710794292738	36
MTERF4	0.14385499999999998	0.020754569575728965	0.02745856976603542	40
MTFMT	-0.21476304347826086	0.0020534871747770467	0.0030358848513836944	46
MTFR1L	-0.40256875000000014	5.4997247854525424e-12	2.019739384000669e-11	96
MTG1	0.039359374999999995	0.5587563610327548	0.5946536209024036	96
MTHFD1	0.22805	7.583214112979471e-09	1.9278984876440057e-08	96
MTHFD1L	0.8484437499999998	2.679659236819448e-17	9.541570874547247e-16	96
MTHFD2	0.7178437499999998	5.423486623987725e-16	5.281305459105564e-15	96
MTHFS	0.057725	0.5724213572448065	0.6081353738330019	48
MTIF2	0.09909583333333329	0.009933994524479225	0.013598687872828223	96
MTIF3	0.27764166666666673	1.8299992527915886e-05	3.304835797302495e-05	96
MTM1	-0.4130343749999999	7.318946954238868e-16	6.644860720449482e-15	96
MTMR1	-0.11375104166666662	4.1026982418629794e-05	7.14563927950642e-05	96
MTMR12	-0.5515104166666667	3.4063441585464777e-15	2.346320632411532e-14	96
MTMR14	-0.08663020833333335	0.00982936743240417	0.013469204678104488	96
MTMR2	-0.2908525641025641	1.864559615459282e-07	4.090690143922931e-07	78
MTMR6	-0.30198020833333333	5.3488388328388225e-09	1.38020614344291e-08	96
MTMR9	-0.5734054794520551	9.240472619329706e-11	2.9037157284816397e-10	73
MTOR	-0.15255416666666669	2.086302199748066e-09	5.6668022097610424e-09	96
MTPAP	0.30243229166666674	6.176607853630225e-11	1.9855707757549199e-10	96
MTPN	-0.23939062499999997	5.963060132911493e-06	1.1282055959307165e-05	96
MTR	-0.45298888888888894	1.389510291296206e-06	2.8003077633842734e-06	63
MTSS1L	-0.6524644067796609	3.0203355459093194e-08	7.182559048166814e-08	59
