rank,gene,rna_lfc,rna_p,rna_q,mean_tumor_log2tpm,mean_normal_log2tpm,n_tumor,n_normal,prot_lfc,prot_p,prot_q,n_pairs,neglog10p,gen_p,gen_q,mut_freq,n_mutated,cds_len,n_patients,concordant,transcriptomic,proteomic,genomic,score,score_genomic_weighted
2915,ACIN1,0.2353082645193263,0.000539600187434,0.0008056035012632,5.5725524401111635,5.337244175591837,471,41,0.3011020833333334,1.950097083440405e-15,1.4521532890796618e-14,96,0.1832286448419041,0.6557999136633588,0.9999999997893128,0.0566037735849056,6,4026.0,106,True,0.2353082645193263,0.3011020833333334,0.1832286448419041,0.442039442039442,0.45603999175427745
2916,CNOT10,0.4468056766716923,6.520999897979541e-13,2.2995942057063587e-12,4.4642278990827595,4.017422222411067,471,41,0.2547843749999999,8.138581338956819e-13,3.364247825204024e-12,96,0.1129927453395456,0.7709163467081844,0.9999999997893128,0.0283018867924528,3,2415.0,106,True,0.4468056766716923,0.2547843749999999,0.1129927453395456,0.44190201333058476,0.4196042053184911
2917,AIFM2,0.049340176542306,0.2185208019342029,0.246279908029134,4.635500705442267,4.586160528899961,471,41,-0.3801385964912281,4.820145694079188e-06,9.205339442521286e-06,57,0.2477541592122355,0.5652568588386369,0.9999999997893128,0.0188679245283018,2,1122.0,106,False,0.049340176542306,0.3801385964912281,0.2477541592122355,0.4419020133305847,0.4809317666460523
2918,DBN1,0.4679091167159663,0.0016767575970439,0.0023923987718982,4.819902607393489,4.351993490677523,471,41,-0.3359166666666667,5.869962928252846e-07,1.2302899495672708e-06,96,0.0618924700426768,0.8671765593873453,0.9999999997893128,0.0188679245283018,2,2088.0,106,False,0.4679091167159663,0.3359166666666667,0.0618924700426768,0.4417989417989418,0.38548752834467126
2919,SP110,-0.1490038722818707,0.1751184640382491,0.2002344676131415,2.9062778433528123,3.055281715634683,471,41,0.2593384615384617,0.0007373194971205,0.0011408386776249,65,0.2877281990763793,0.515551198650447,0.9999999997893128,0.0377358490566037,4,2238.0,106,False,0.1490038722818707,0.2593384615384617,0.2877281990763793,0.4416615130900845,0.49340342197485054
2920,NFATC2,-0.1764767294683435,0.2455877620066943,0.2748853487161493,2.8413130974874163,3.01778982695576,471,41,-0.2292960784313725,0.0015838846157235,0.0023724674898167,51,0.307997664623725,0.4920421815832421,0.9999999997893128,0.0471698113207547,5,2778.0,106,True,0.1764767294683435,0.2292960784313725,0.307997664623725,0.44162715591287016,0.498711605854463
2921,CWC22,0.2877382390668339,1.1723751353132191e-06,2.203724891450646e-06,4.564526253237312,4.276788014170478,471,41,0.2750987341772152,3.556969857279042e-09,9.374785560244693e-09,79,0.1748316469077449,0.6686030495201484,0.9999999997893128,0.0377358490566037,4,2727.0,106,True,0.2877382390668339,0.2750987341772152,0.1748316469077449,0.44155844155844154,0.452020202020202
2922,NECTIN2,0.3942315158732752,2.9057180733281956e-08,6.31838510796183e-08,6.750759890805618,6.356528374932343,471,41,-0.0362895833333333,0.3706234543819657,0.4085627268236294,96,0.541401298352897,0.2874740858690169,0.9999999997893128,0.0377358490566037,4,1617.0,106,False,0.3942315158732752,0.0362895833333333,0.541401298352897,0.4415584415584415,0.5376211090496805
2923,APOH,-0.1351173914333731,0.0028099694499609,0.0039206442705801,0.9275210311028756,1.0626384225362486,471,41,-0.7974187500000002,2.1624590435227076e-12,8.444666893477209e-12,96,0.0817348337539697,0.8284478329322178,0.9999999997893128,0.0094339622641509,1,1038.0,106,True,0.1351173914333731,0.7974187500000002,0.0817348337539697,0.44152408438122726,0.39909297052154197
2924,ERCC5,0.2025892765605543,0.0042523470687626,0.005824695838569,1.1715155541106752,0.9689262775501208,471,41,0.2398259259259259,3.816531641033183e-07,8.144119204736522e-07,81,0.2686360053905304,0.5387211109040987,0.9999999997893128,0.0566037735849056,6,3561.0,106,True,0.2025892765605543,0.2398259259259259,0.2686360053905304,0.4413522984951556,0.48757988043702327
2925,PGM3,0.7412436819754769,5.065810013502464e-15,2.338505377399525e-14,4.162356303294676,3.4211126213191996,471,41,0.1362843749999999,0.0154010612330279,0.0206486250624269,96,0.1053057071550816,0.7846830885995154,0.9999999997893128,0.0188679245283018,2,1713.0,106,True,0.7412436819754769,0.1362843749999999,0.1053057071550816,0.44124922696351265,0.4143990929705215
2926,TRMT11,1.0119154440818074,1.4035128665255056e-20,1.8081464332193325e-19,3.3736562188599537,2.3617407747781463,471,41,0.1706857142857142,0.0439256242061686,0.0557610241814921,56,0.0428890791310268,0.905963958840798,0.9999999997893128,0.0094339622641509,1,1392.0,106,True,1.0119154440818074,0.1706857142857142,0.0428890791310268,0.44107744107744107,0.369150690579262
2927,NDUFAF4,0.4923662310444197,3.4578437328010784e-10,9.071366896821061e-10,4.942289824818698,4.449923593774279,471,41,0.1117385416666666,0.0436767775528769,0.0554976326898203,96,0.2276092210332785,0.592094161961382,0.9999999997893128,0.0094339622641509,1,528.0,106,True,0.4923662310444197,0.1117385416666666,0.2276092210332785,0.4408369408369408,0.474025974025974
2928,RFT1,0.8192853772192592,6.503093206396188e-21,9.250904867835052e-20,3.923581339691071,3.1042959624718116,471,41,0.2405301369863013,0.0001832261694709,0.0003017340134955,73,0.0283520720565158,0.9368022560286487,0.9999999997893128,0.0094339622641509,1,1626.0,106,True,0.8192853772192592,0.2405301369863013,0.0283520720565158,0.44056208341922626,0.35595753452896306
2929,ZNF384,0.1827560360645006,0.0031591765853178,0.0043866797164733,3.84290561391704,3.66014957785254,471,41,-0.0536792452830188,0.3783966342013605,0.4166523910810647,53,6.6451594150193465,2.263813184748161e-07,0.0001513256213404,0.1415094339622641,15,1734.0,106,False,0.1827560360645006,0.0536792452830188,6.6451594150193465,0.4404590118875833,0.5799835085549371
2930,CCDC25,-0.1711557515397626,0.1277010205511589,0.1485234891643415,4.529519837021329,4.700675588561092,471,41,-0.144271875,0.0072330741235797,0.0100282484594123,96,0.5432803189906419,0.2862329858883268,0.9999999997893128,0.0188679245283018,2,627.0,106,True,0.1711557515397626,0.144271875,0.5432803189906419,0.4402872260015117,0.5369511440940012
2931,FES,-0.5670294784653818,1.1854809935980185e-06,2.2269339496805016e-06,2.770669012948091,3.3376984914134726,471,41,-0.1992033898305085,0.0163828281360708,0.021890538531149,59,0.1059507897986888,0.7835184187381403,0.9999999997893128,0.0283018867924528,3,2469.0,106,True,0.5670294784653818,0.1992033898305085,0.1059507897986888,0.4400123685837971,0.4139352710781282
2932,TP53RK,1.1922148659555043,3.4820985201889356e-19,3.267087748484142e-18,5.196767554140083,4.004552688184578,471,41,-0.0138197916666666,0.6504515925012939,0.6830301665505056,96,0.1391451529880584,0.7258633136933004,0.9999999997893128,0.0094339622641509,1,762.0,106,False,1.1922148659555043,0.0138197916666666,0.1391451529880584,0.43994365422936843,0.4326427540713255
2933,NPL,0.1668992569221967,0.0947787617810204,0.1121513742987872,2.945144923698461,2.778245666776264,471,41,-0.126624,0.457846462726593,0.4961544045279781,25,0.653996470148446,0.22182144488939,0.9999999997893128,0.0283018867924528,3,963.0,106,False,0.1668992569221967,0.126624,0.653996470148446,0.4396344396344396,0.5476190476190477
2934,SNAP29,-0.3234832528137472,1.8890596414441747e-08,4.1731407118248895e-08,4.297673501134446,4.621156753948193,471,41,-0.3023885416666665,1.594954359647963e-15,1.2327821196864267e-14,96,0.1350389962677272,0.7327587341478845,0.9999999997893128,0.0094339622641509,1,777.0,106,True,0.3234832528137472,0.3023885416666665,0.1350389962677272,0.4396344396344396,0.42996289424860856
2935,NSUN5,1.0756548192763675,2.8681766638777497e-22,6.761908865803355e-21,5.2346587124684065,4.159003893192039,471,41,0.1573729166666667,0.0011327013029001,0.0017220242558706,96,0.0413125594197397,0.9092586485013602,0.9999999997893128,0.0094339622641509,1,1413.0,106,True,1.0756548192763675,0.1573729166666667,0.0413125594197397,0.43960008245722526,0.36672850958565245
2936,BOLA3,0.4517764108247202,1.1307363047182331e-06,2.129547327814438e-06,3.21821264000327,2.7664362291785496,471,41,-0.0521615384615384,0.6358139413574304,0.6691256051085491,52,0.3734545514205755,0.4231997949284395,0.9999999997893128,0.0094339622641509,1,324.0,106,False,0.4517764108247202,0.0521615384615384,0.3734545514205755,0.43949701092558235,0.5111832611832612
2937,AP3M2,1.0486398735368314,4.8187931967080076e-20,5.4928108917068755e-19,3.4891510338250926,2.440511160288261,471,41,-0.1378746835443038,0.0128636456185592,0.0173926236305752,79,0.0546633749113289,0.881732045691622,0.9999999997893128,0.0094339622641509,1,1257.0,106,False,1.0486398735368314,0.1378746835443038,0.0546633749113289,0.43939393939393934,0.37744794887652033
2938,USP16,-0.065434236064104,0.5821135807343965,0.6139051602080039,4.509137363357858,4.5745715994219625,471,41,-0.2486124999999999,2.2842807010494955e-05,4.082375925237365e-05,80,0.4041896690183241,0.3942850687232144,0.9999999997893128,0.0471698113207547,5,2472.0,106,True,0.065434236064104,0.2486124999999999,0.4041896690183241,0.43929086786229643,0.5175736961451247
2939,PSMD6,0.5266054148789348,4.8942639240150864e-14,1.9970573031679497e-13,4.55544775729637,4.028842342417435,471,41,0.3198468749999999,4.848841191360182e-17,1.1065582788653538e-15,96,0.0480097787417806,0.8953446053987381,0.9999999997893128,0.0094339622641509,1,1329.0,106,True,0.5266054148789348,0.3198468749999999,0.0480097787417806,0.43918779633065347,0.37193362193362195
2940,FHL3,0.6734236045652859,1.9669194689658357e-06,3.624507561782707e-06,4.417383321388174,3.743959716822888,471,41,0.1408895833333333,0.0644456328416308,0.0800534605489486,96,0.1185605884903713,0.7610959509848462,0.9999999997893128,0.0094339622641509,1,843.0,106,True,0.6734236045652859,0.1408895833333333,0.1185605884903713,0.4390847247990105,0.42032570603999175
2941,EMC1,0.4886759859773795,2.7166278313041126e-10,7.220424500014601e-10,4.578923974636747,4.0902479886593675,471,41,0.093190625,4.363285076794745e-05,7.581786993062922e-05,96,0.2545172379405079,0.5565225444245109,0.9999999997893128,0.0471698113207547,5,2991.0,106,True,0.4886759859773795,0.093190625,0.2545172379405079,0.43901601044458183,0.48098330241187387
2942,DOK3,-0.2802889084046325,0.01319170299225,0.0172011785484474,2.27991664618267,2.5602055545873026,471,41,0.0563964285714285,0.6295278295874596,0.6629261040185632,28,0.7361555026469693,0.1835880873674285,0.9999999997893128,0.0377358490566037,4,1323.0,106,False,0.2802889084046325,0.0563964285714285,0.7361555026469693,0.43901601044458183,0.5521541950113379
2943,MTR,0.4726135054983365,5.38299816493559e-07,1.0457802612540617e-06,3.4686959843633445,2.996082478865008,471,41,-0.4529888888888889,1.389510291296206e-06,2.8003077633842734e-06,63,0.0207718067345943,0.9532969274627824,0.9999999997893128,0.0283018867924528,3,3798.0,106,False,0.4726135054983365,0.4529888888888889,0.0207718067345943,0.43880986738129596,0.3477633477633477
2944,LBR,0.6261341529867437,8.775816357544166e-09,2.008980916062788e-08,6.398970769363112,5.7728366163763685,471,41,0.3434874999999999,7.977491216596329e-11,2.527050013025652e-10,96,0.0192455929573819,0.95665293232963,0.9999999997893128,0.0094339622641509,1,1848.0,106,True,0.6261341529867437,0.3434874999999999,0.0192455929573819,0.4386380814952244,0.3455473098330241
2945,PSMD13,0.611037946885781,1.1766865660099952e-15,5.9309178918151186e-15,6.755104799241798,6.144066852356017,471,41,0.2379052083333332,3.7878744985418926e-14,1.983829040649302e-13,96,0.0680352744812724,0.854997265053494,0.9999999997893128,0.0094339622641509,1,1137.0,106,True,0.611037946885781,0.2379052083333332,0.0680352744812724,0.4385350099635813,0.38713667285095854
2946,CEP170B,-0.3134217007396396,0.0053244541441742,0.0072307959541219,5.643760871318644,5.957182572058284,471,41,-0.1532806818181818,0.0013657873173759,0.0020595790317543,88,0.3024997062164544,0.4983107930585382,0.9999999997893128,0.0754716981132075,8,4665.0,106,True,0.3134217007396396,0.1532806818181818,0.3024997062164544,0.43846629560915273,0.49469181612038754
2947,METAP1,0.256145683040355,1.7076366554821192e-05,2.8975035301758935e-05,5.914483374388541,5.658337691348186,471,41,0.032278125,0.1846692281378554,0.214239296485712,96,1.3286241749476135,0.0469219254378797,0.8712548427897221,0.0471698113207547,5,1161.0,106,True,0.256145683040355,0.032278125,1.3286241749476135,0.4383975812547241,0.5693156050298908
2948,PTCD3,0.8682245944113705,1.708204383960556e-20,2.1518732050021e-19,4.944824312305929,4.076599717894559,471,41,0.2519250000000001,5.1823799641876664e-08,1.204825025929732e-07,96,0.0131081000960225,0.9702684279921228,0.9999999997893128,0.0094339622641509,1,2070.0,106,True,0.8682245944113705,0.2519250000000001,0.0131081000960225,0.43832886690029543,0.3406514120799835
2949,NDUFAF3,0.5603287347432069,2.6243748179506633e-13,9.723935392158453e-13,6.364932053042371,5.804603318299164,471,41,0.0879239583333333,0.0073928483867017,0.0102434159079682,96,0.2144023411463907,0.6103762952010161,0.9999999997893128,0.0094339622641509,1,555.0,106,True,0.5603287347432069,0.0879239583333333,0.2144023411463907,0.43829450972308115,0.467480931766646
2950,MECR,0.5485397505076568,4.853162517526402e-14,1.982120711877492e-13,4.009789035026245,3.461249284518588,471,41,0.094878125,0.1144135433371959,0.137071511115937,96,0.2120798884118769,0.6136491141094753,0.9999999997893128,0.0188679245283018,2,1227.0,106,True,0.5485397505076568,0.094878125,0.2120798884118769,0.4382945097230811,0.4660894660894661
2951,STT3A,0.6981120074277118,1.904151370514507e-15,9.348762137198486e-15,6.426907348098603,5.728795340670891,471,41,0.3173375,2.664898318013958e-12,1.0257488706572371e-11,96,0.0120675284975129,0.9725959829609896,0.9999999997893128,0.0094339622641509,1,2118.0,106,True,0.6981120074277118,0.3173375,0.0120675284975129,0.4382601525458668,0.3399299113584828
2952,ANGPTL2,0.0521757855394424,0.5111434460712612,0.5446362069676295,5.007451368073702,4.955275582534259,471,41,-0.5711239583333333,2.2450421041068312e-10,6.754254473745618e-10,96,0.1464674766627117,0.713727652580336,0.9999999997893128,0.0188679245283018,2,1482.0,106,False,0.0521757855394424,0.5711239583333333,0.1464674766627117,0.43826015254586675,0.4352195423623995
2953,CD53,-0.894082114741046,2.7366320435120793e-06,4.971101280896465e-06,4.9088686853324495,5.8029508000734955,471,41,-0.0254513888888888,0.6738442878311409,0.7052763380747463,72,0.1713315432161675,0.6740132851431455,0.9999999997893128,0.0094339622641509,1,660.0,106,True,0.894082114741046,0.0254513888888888,0.1713315432161675,0.4380540094825809,0.44733044733044736
